SO2,CO,CO2,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
4.2,1.06,0,23.8,20,48.64,19.63,29.01,0,0,0,1.33,22.42,73.29
5,0.53,0,33.2,23,23.41,3.99,19.42,0,0,0,1.56,22.77,77.72
5.1,0.29,0,37.3,21,15.49,1.64,13.82,0,0,0,3.89,21.54,77.08
4,0.34,0,35.2,23,19.22,3.36,15.86,0,0,0,4.15,22.03,76.57
2.9,0.41,0,37.7,23,17.18,2.87,14.32,0,0,0,2.73,21.89,75.93
3.6,0.52,0,27.8,24,26.49,4.56,21.92,0,0,0,2.54,18,84.25
4.6,0.34,0,35.7,21,14.68,1.77,12.89,0,0,0,3.82,17.95,81.5
4.2,0.59,0,30.4,23,26.34,5.34,20.99,0,0,0,1.59,18.88,81.7
4,1.05,0,21.4,20,51.88,21.31,30.56,0,0,0,1.26,18.16,79.44
3.7,0.37,0,33.9,22,20.84,4.39,16.45,0,0,0,4.55,17.91,82.97
2.7,0.49,0,32.9,23,21.68,4.19,17.48,0,0,0,2.87,17.76,83.17
3.9,1.04,0,21.6,24,50.31,20.43,29.88,0,0,0,1.25,16.62,73.97
2.9,0.51,0,32.7,27,21.26,4.14,17.12,0,0,0,2.61,15.73,78.11
3.5,0.51,0,28.3,26,23.1,3.69,19.4,0,0,0,2.45,16.14,78.35
5,0.34,0,36.4,23,13.39,1.24,12.13,0,0,0,3.9,16.01,74.27
3.5,0.55,0,30.8,27,22.77,4.25,18.52,0,0,0,1.63,16.76,77.66
4,0.37,0,34.5,26,20.44,4.18,16.26,0,0,0,4.64,16.18,76
2.7,0.47,0,35.4,28,18.98,3.68,15.3,0,0,0,3.84,15.47,72.26
4.4,0.99,0,22.9,26,48.95,19.33,29.62,0,0,0,1.6,16.07,67.48
3.7,0.49,0,29.9,27,21.89,3.33,18.55,0,0,0,3.28,15.91,71.73
3.7,0.56,0,31.2,28,22.81,4.64,18.16,0,0,0,1.98,15.49,74.21
5.6,0.37,0,36.1,28,16.54,2.07,14.45,0,0,0,5.14,16.17,68.04
4.2,0.41,0,34.4,28,23.73,5.37,18.36,0,0,0,5.8,16.04,69.83
4,0.53,0,28.6,27,22.72,4.73,18,0,0,0,1.93,15.22,76.24
4.2,0.37,0,34,27,21.97,4.83,17.14,0,0,0,6.22,16.42,72.53
3.1,0.44,0,31.9,27,18.96,4.09,14.87,0,0,0,4.23,15.13,75.8
3.9,0.48,0,26.9,28,22.14,3.13,19,0,0,0,3.47,15.61,73.92
5.9,0.34,0,33.5,24,14.44,1.77,12.66,0,0,0,6.62,15.71,68.51
4.4,0.95,0,19.6,25,49.05,20.36,28.69,0,0,0,1.67,16.02,69.9
4.1,0.48,0,31.1,22,20.3,3.29,17,0,0,0,1.81,21.25,80.09
4,0.98,0,20.8,20,45.73,18.05,27.69,0,0,0,1.47,21.89,73.9
3.8,0.32,0,34,20,21.42,4.34,17.08,0,0,0,5.02,22.13,80.49
2.5,0.41,0,34.8,21,17.29,3.28,14.01,0,0,0,3.39,21.06,77.03
3.5,0.43,0,30.1,24,19.78,2.88,16.9,0,0,0,2.94,21.47,78.16
5.7,0.3,0,32.7,18,15.48,1.59,13.87,0,0,0,5.96,21.09,76.09
3.9,0.45,0,40.8,24,18.67,2.88,15.79,0,0,0,1.94,24.02,71.82
5.6,0.27,0,43.1,22,13.7,1.17,12.5,0,0,0,6.13,24.45,70.28
3.7,0.3,0,43.8,24,19.48,3.24,16.23,0,0,0,5.45,24.95,69.3
4,1,0,28.1,25,42.76,15.13,27.63,0,0,0,1.56,24.37,68.53
2.4,0.37,0,45.1,24,15.07,2.83,12.24,0,0,0,3.59,23.7,71.07
3.5,0.39,0,40,26,17.25,1.99,15.25,0,0,0,3.16,24.23,71.88
3.6,0.32,0,24.6,21,17.47,2.59,14.88,0,0,0,2.52,29.47,72.17
4.1,1.08,0,16.1,22,45.98,21.91,24.06,0,0,0,1.48,29.4,68.3
4.6,0.22,0,24.1,14,13.87,2.29,11.56,0,0,0,4.67,29.89,73.62
5.4,0.41,0,26.6,20,19.86,3.54,16.32,0,0,0,1.79,29.46,69.25
2.4,0.33,0,29.9,19,15.22,2.87,12.35,0,0,0,2.38,28.84,70.58
4.2,0.26,0,25.7,18,18.09,3.61,14.47,0,0,0,3.85,29.99,69.75
6.4,0.42,0,28.4,21,21.55,3.94,17.61,0,0,0,1.31,29.76,70.96
4.3,1.07,0,18.3,23,47.96,22.15,25.81,0,0,0,1.4,29.58,70.98
3.7,0.29,0,25.9,22,18.08,2.95,15.14,0,0,0,2.09,29.8,74.64
4.1,0.23,0,30.1,18,14.66,2.6,12.05,0,0,0,2.83,29.64,73.08
3.1,0.17,0,28.2,13,8.67,1.29,7.35,0,0,0,4.36,30.54,75.06
2.5,0.3,0,30.7,20,14.14,3,11.14,0,0,0,2.14,29.06,72.62
4.3,0.18,0,21.3,18,12.37,2.28,10.08,0,0,0,4.97,31.04,73.97
3,0.28,0,26.1,17,13.45,2.97,10.48,0,0,0,2.53,29.26,72.51
4.3,1.03,0,14.9,20,44.56,22.66,21.9,0,0,0,1.52,30.07,69.95
4.3,0.24,0,22.8,17,16.74,3.77,12.97,0,0,0,3.71,29.68,71.36
3.9,0.3,0,22,21,17.54,3.52,14.02,0,0,0,2.57,30.28,73.67
6.5,0.38,0,22.8,18,19.19,4.22,14.97,0,0,0,1.67,30.92,71.39
3.9,0.24,0,27.4,17,16.45,3.12,13.33,0,0,0,3.99,27.75,81.93
2.6,0.34,0,25.3,18,15.04,2.93,12.11,0,0,0,2.46,27.34,79.81
3.8,0.19,0,27.9,15,10.59,1.62,8.95,0,0,0,5.05,28.62,81.41
3.4,1.07,0,14.8,17,47.68,23.46,24.22,0,0,0,1.35,27.86,77.15
3.8,0.33,0,22.9,19,18.96,3.35,15.61,0,0,0,2.42,27.93,81.14
5.7,0.46,0,24.1,20,21.35,4.03,17.32,0,0,0,1.49,28.35,76.07
6.8,0.61,0,26.8,23,27.06,5.64,21.43,0,0,0,1.45,24.93,78.51
5.5,0.34,0,34.4,22,15.49,1.81,13.67,0,0,0,4.29,25.15,83.45
4.8,0.48,0,25.7,25,24.88,4.62,20.25,0,0,0,2.13,24.84,84.1
2.4,0.45,0,26.9,19,18.99,3.77,15.22,0,0,0,2.22,24.4,82.47
5.1,0.39,0,30.8,22,22.02,3.71,18.3,0,0,0,3.12,24.25,86.39
4.6,1.29,0,16.9,22,57.67,27.91,29.76,0,0,0,1.16,24.89,79.75
4.6,0.47,0,39.2,31,21.73,2.14,19.59,0,0,0,2.32,21.98,78.39
4.9,1.08,0,27.6,27,48.36,17.62,30.74,0,0,0,1.3,21.81,74.22
6,0.55,0,37.9,29,23.08,2.82,20.26,0,0,0,1.69,22.04,76.32
5.5,0.34,0,45.4,25,13.47,1.14,12.32,0,0,0,4.66,22.02,76.92
4.9,0.37,0,42,24,21.02,2.96,18.05,0,0,0,3.78,21.21,79.64
3.1,0.49,0,39,28,20.05,2.75,17.3,0,0,0,2.39,21.33,79.14
4.3,0.51,0,32.1,31,24.57,3.51,21.06,0,0,0,2.63,18.03,77.65
5.9,0.35,0,39.7,30,15.08,1.73,13.34,0,0,0,5.19,18.08,74.56
6.8,0.61,0,31.5,30,28.27,5.6,22.67,0,0,0,1.76,18.14,76.12
5.2,1.14,0,23.1,32,54.13,22.5,31.63,0,0,0,1.43,18.08,73.07
5.3,0.41,0,36.6,29,24.18,4.88,19.3,0,0,0,4.61,17.61,78.27
2.9,0.49,0,33.8,28,21.57,3.8,17.77,0,0,0,2.73,17.56,78.98
3.6,0.55,0,26.3,23,26.14,6.27,19.87,0,0,0,1.67,15.73,78.77
2.6,0.5,0,26.4,23,24.54,6.05,18.5,0,0,0,2.76,15.1,81.72
3.7,0.49,0,24.9,24,26.62,5.51,21.11,0,0,0,2.59,14.92,82.61
4.9,0.97,0,16.6,23,51.89,22.44,29.45,0,0,0,1.44,15.43,76.92
5.4,0.31,0,34.9,22,13.44,1.93,11.49,0,0,0,5.48,15.52,78.86
4.5,0.35,0,32.7,22,21.59,4.87,16.72,0,0,0,5.29,15.43,84.91
3.9,0.5,0,31.6,34,24.24,5.31,18.93,0,0,0,3.03,0,70.42
7,0.57,0,29.9,34,28.72,6.23,22.49,0,0,0,1.85,0,69.34
6.1,0.52,0,29.6,36,27.35,4.99,22.35,0,0,0,2.86,0,66.16
9.5,0.36,0,28.1,35,19.07,2.78,16.28,0,0,0,5.78,0,66.53
7.6,1.1,0,19.7,37,57.06,24.64,32.42,0,0,0,1.52,0,63.23
6.2,0.39,0,34.7,34,24.84,5.24,19.6,0,0,0,5.24,0,69.1
4.3,0.46,0,30,28,20.02,3.63,16.39,0,0,0,3.7,0,80.65
6.6,0.49,0,28.4,29,23.66,3.42,20.23,0,0,0,3.3,0,77.19
5.3,0.37,0,34.2,37,22.53,4.58,17.95,0,0,0,6.28,0,78.25
7.3,0.93,0,20.7,38,48.24,19.18,29.06,0,0,0,1.64,0,72.98
5.8,0.51,0,29.2,31,22.59,3.81,18.77,0,0,0,1.98,0,77.18
9.7,0.35,0,28.2,35,16.04,1.84,14.19,0,0,0,6.65,0,70.21
5.7,0.34,0,34.6,32,22.56,4.56,18,0,0,0,0,0,79.13
3.4,0.45,0,32.4,24,19.25,3.77,15.48,0,0,0,0,0,76.69
6.6,0.45,0,32,25,19.67,2.75,16.91,0,0,0,0,0,74.82
8.3,0.32,0,31.8,31,14.18,1.69,12.47,0,0,0,0,0,71.46
6.7,0.99,0,23.5,32,44.79,18.41,26.38,2.397,0.422,1.98,0,0,71.45
6,0.48,0,32.3,28,19.96,3.27,16.69,2.077,0.153,1.92,0,0,74.74
2.7,0.33,0,39.6,21,13.98,2.38,11.6,0,0,0,0,0,75.78
6.2,0.22,0,39.7,25,9.74,0.92,8.76,0,0,0,0,0,70.58
3.4,0.38,0,38.5,21,15.46,2.31,13.14,2.009,0.121,1.89,0,0,74.8
4.5,0.8,0,28.7,28,36.77,12.8,23.97,2.34,0.345,2,0,0,70.67
3.8,0.35,0,37.9,20,15.84,1.67,14.16,0,0,0,0,0,74.19
2.5,0.23,0,43,27,15.81,2.95,12.86,0,0,0,0,0,76.96
2.3,0.31,0,32.4,17,13.36,2.84,10.52,0,0,0,3.36,0,74.66
2.1,0.23,0,29,22,18.4,4.74,13.66,0,0,0,5.46,0,79.49
5,0.37,0,29,16,16.14,2.88,13.26,2.014,0.134,1.88,2.29,0,74.3
4.2,0.33,0,30.5,16,14.78,2.17,12.61,0,0,0,3.14,0,73.74
4.5,0.94,0,22.1,24,37.94,16.12,21.82,2.41,0.403,2.01,1.53,0,70.31
8.4,0.22,0,27.2,21,14.09,2.68,11.4,0,0,0,5.68,0,81.16
4.9,0.22,0,23.1,18,12.28,2.98,9.3,0,0,0,0,0,80.74
8,0.44,0,23.1,19,22.39,5.39,17,2.134,0.215,1.92,0,0,75.39
4.2,0.34,0,21.7,16,19.78,4.03,15.75,0,0,0,0,0,76.99
4.4,1.1,0,16.9,24,46.2,22.92,23.28,2.514,0.476,2.04,0,0,73.27
2.5,0.26,0,23.6,23,16.96,4.54,12.43,0,0,0,0,0,82.27
3.1,0.32,0,25.3,17,14.95,3.1,11.85,0,0,0,0,0,77.72
4.5,0.18,0,24.5,19,9.73,2.37,7.36,0,0,0,0,0,77.53
2.4,0.24,0,25.4,23,15.72,3.64,12.08,0,0,0,0,0,76.02
4.3,0.28,0,25.1,17,16.72,3.27,13.45,0,0,0,0,0,73.76
4.3,0.99,0,18.7,21,40.74,19.39,21.35,2.418,0.436,1.98,0,0,70.41
8.6,0.41,0,24.8,21,20.92,4.08,16.84,2.088,0.199,1.89,0,0,73.7
2.5,0.27,0,27.7,18,13.75,3.01,10.74,0,0,0,0,0,75.24
7.7,0.49,0,25.6,23,23.1,4.1,19,2.135,0.222,1.91,0,0,74.82
3,0.36,0,26.7,19,15.65,2.93,12.71,0,0,0,0,0,77.61
3.4,0.27,0,27,26,15.49,3.3,12.19,0,0,0,0,0,73.67
4.9,1.04,0,18.3,26,43.84,19.75,24.09,2.464,0.446,2.02,0,0,72.85
4.8,0.34,0,24,20,19.42,3.46,15.97,0,0,0,0,0,76.44
5.1,0.24,0,24.9,20,10.27,2.33,7.94,0,0,0,0,0,81.68
5.9,0.29,0,28.5,20,13.35,2.41,10.94,0,0,0,0,0,82.78
4.2,0.45,0,27.6,19,22.74,4.1,18.63,0,0,0,0,0,79.17
2.4,0.42,0,29.3,17,18.83,3.78,15.04,0,0,0,0,0,79.16
4.9,0.35,0,29.1,26,18.54,3.45,15.08,0,0,0,0,0,76.48
5.1,1.31,0,20.8,23,53.35,24.35,29,2.709,0.584,2.12,0,0,76.39
7,0.63,0,27.7,22,25.46,4.75,20.71,2.2,0.25,1.95,0,0,77.27
4.5,0.56,0,37.1,29,24.31,3.28,21.02,0,0,0,0,0,80.58
4.9,1.24,0,29.7,34,52.07,19.61,32.45,2.708,0.505,2.2,0,0,78.7
6.3,0.68,0,34,35,25.33,3.68,21.64,2.18,0.216,1.96,0,0,77.99
6.6,0.42,0,37.1,34,15.3,1.76,13.54,0,0,0,0,0,82.39
4.7,0.45,0,40.3,41,22.58,3.31,19.28,0,0,0,0,0,78.23
2.6,0.54,0,39,31,21.74,3.51,18.23,0,0,0,0,0,78.24
4.2,0.46,0,33.1,26,23.25,3.56,19.69,0,0,0,0,0,78.04
6.3,0.32,0,36,31,12.46,1.58,10.87,0,0,0,0,0,81.1
6.8,0.64,0,29,34,27.69,5.74,21.94,2.194,0.234,1.96,0,0,75.84
4.5,0.99,0,27.1,32,47.31,17.87,29.44,2.575,0.423,2.15,0,0,75.24
4.7,0.37,0,36.6,38,21.86,3.95,17.91,0,0,0,0,0,78.62
2.6,0.46,0,36.9,29,19.11,3.02,16.1,0,0,0,0,0,73.86
3.8,0.9,0,23.6,31,42.55,16.65,25.9,2.507,0.359,2.15,0,0,82.31
2.5,0.5,0,29.8,27,20.6,4.46,16.14,0,0,0,0,0,79.57
3.6,0.47,0,28.6,25,21.88,4.1,17.78,0,0,0,0,0,84.98
5,0.34,0,33.7,25,10.48,2.16,8.31,0,0,0,0,0,87.78
4.8,0.62,0,26.2,30,25.6,6.07,19.53,2.157,0.206,1.95,0,0,79.42
3.6,0.37,0,34.5,34,19.15,5.13,14.02,0,0,0,0,0,86.25
3,0.52,0,28.6,27,23.23,5.88,17.35,0,0,0,0,0,76.3
5.5,1.03,0,20.7,29,50.82,21.83,28.99,2.589,0.44,2.15,0,0,73.35
5,0.53,0,26.7,25,24.82,5.4,19.42,0,0,0,0,0,79.37
5.8,0.63,0,25.2,29,26.62,6.68,19.94,2.112,0.203,1.91,0,0,77.34
6.6,0.37,0,29.2,28,14.23,2.23,11.99,0,0,0,0,0,80.46
5,0.39,0,31.8,32,21.7,5.16,16.54,0,0,0,0,0,79.87
4.9,0.53,0,23.9,21,24.23,5.13,19.1,0,0,0,0,0,79.54
5.5,1.05,0,19.1,24,49.84,22.16,27.68,2.558,0.446,2.11,0,0,76.16
5.3,0.6,0,23.7,23,25.2,6.32,18.87,2.066,0.2,1.87,0,0,75.41
6.7,0.38,0,26.9,25,15.8,2.55,13.25,0,0,0,0,0,79.23
4.5,0.39,0,27.8,27,23.3,5.82,17.48,0,0,0,0,0,78.3
2.7,0.5,0,26.1,20,21.92,5.53,16.39,0,0,0,0,0,77.46
5.2,0.52,0,30.8,25,23.1,4.44,18.66,0,0,0,0,0,78.45
7.7,0.37,0,29.1,31,18.18,2.71,15.48,0,0,0,0,0,77.55
8.1,0.62,0,27.6,29,25.91,5.73,20.18,2.124,0.22,1.91,0,0,70.62
6,1.15,0,23.9,29,51.71,21.87,29.84,2.623,0.491,2.13,0,0,77.32
5.2,0.42,0,29.6,32,24.05,5.24,18.81,0,0,0,0,0,76.09
2.7,0.48,0,32.7,24,20.38,4.24,16.14,0,0,0,0,0,75.76
6,0.87,0,32.4,27,38.74,11.88,26.87,2.459,0.376,2.08,0,0,68.81
2.7,0.39,0,41.8,23,16.26,2.76,13.5,0,0,0,0,0,68.25
4.8,0.39,0,41.8,23,16.67,2,14.68,0,0,0,0,0,70.51
7.6,0.26,0,38.8,28,12.49,1.54,10.95,0,0,0,0,0,70.29
6.4,0.46,0,36.2,26,19.38,2.65,16.73,2.033,0.158,1.88,0,0,64.95
4.2,0.28,0,36.5,28,19.1,3.55,15.56,0,0,0,0,0,67.99
2.4,0.39,0,40.2,26,16.97,2.59,14.38,0,0,0,0,0,72.71
5.2,1.08,0,29.5,30,45.28,17.06,28.23,2.531,0.474,2.06,0,0,73.11
4.6,0.38,0,40,26,18.38,2.42,15.95,0,0,0,0,0,74.66
7.9,0.48,0,34.1,28,22.03,4.35,17.68,2.064,0.194,1.87,0,0,68.21
5.9,0.27,0,37.8,29,13.15,2.18,10.97,0,0,0,0,0,75.58
4.8,0.31,0,33.4,27,20.1,3.93,16.17,0,0,0,0,0,70.31
5,0.2,0,27,22,10.49,2.54,7.94,0,0,0,0,0,80.9
3.6,0.33,0,24.3,21,17.32,3.47,13.85,0,0,0,0,0,78.53
2.1,0.33,0,26.3,18,14.29,3.31,10.99,0,0,0,0,0,75.69
4.2,0.26,0,23.7,19,16.61,4.19,12.41,0,0,0,0,0,75.25
4.2,1.05,0,18.9,26,43.32,20.84,22.47,2.515,0.503,2.01,0,0,77.07
6.7,0.44,0,21.6,22,20.83,5,15.83,2.068,0.216,1.85,0,0,70.68
4.3,0.16,0,22.1,16,9.56,2.37,7.19,0,0,0,0,0,76.34
3.9,0.96,0,16.7,0,42.02,21.82,20.2,2.393,0.458,1.94,0,0,71.23
4,0.2,0,18.8,14,14.52,3.54,10.98,0,0,0,0,0,68.41
2.5,0.3,0,26.1,18,14.4,3.08,11.32,0,0,0,0,0,71.2
3.8,0.26,0,21.7,18,16.51,3.24,13.27,0,0,0,0,0,72.65
5.6,0.35,0,20.4,17,17.6,3.64,13.97,1.995,0.181,1.81,0,0,71.36
4.6,0.2,0,28.9,17,10.13,2.05,8.08,0,0,0,0,0,84.54
6.9,0.48,0,22.7,17,22.23,3.99,18.23,2.117,0.233,1.88,0,0,83.55
3.4,1.03,0,18.4,0,44.82,20.84,23.99,2.47,0.507,1.96,0,0,80.2
5.1,0.27,0,23.7,14,17.75,3.67,14.08,0,0,0,0,0,77.94
2.2,0.36,0,27.6,15,16.57,3.05,13.52,0,0,0,0,0,78.67
3.8,0.35,0,24.8,16,19.01,2.99,16.02,0,0,0,0,0,81.01
6.2,0.26,0,35.6,22,13.03,1.87,11.16,0,0,0,0,0,81.79
4.6,0.4,0,34.5,21,19.76,2.66,17.1,0,0,0,0,0,76.24
3.9,0.95,0,25.8,0,44.52,16.99,27.53,2.543,0.479,2.06,0,0,76.58
7.2,0.5,0,31.3,22,22.66,3.65,19,2.119,0.207,1.91,0,0,79.83
6.1,0.33,0,30.4,21,21.38,3.47,17.91,0,0,0,0,0,75.32
2.5,0.38,0,37.1,19,17.04,2.71,14.33,0,0,0,0,0,74.65
6.6,0.62,0,29.3,26,28.09,5.72,22.37,2.229,0.269,1.96,0,0,81.14
2.6,0.49,0,32.8,25,21.97,4.23,17.73,0,0,0,0,0,76.55
4.2,0.46,0,31.9,23,23.75,4.08,19.67,0,0,0,0,0,77.69
5.8,0.35,0,33.7,25,16.06,2.05,14.01,0,0,0,0,0,81.7
5.6,0.43,0,27.9,26,25.09,4.49,20.61,0,0,0,0,0,71.26
4,1.15,0,24.1,33,51.59,22.26,29.33,2.692,0.555,2.14,0,0,78.49
5.7,0.66,0,29.3,30,32.63,8.83,23.8,2.254,0.281,1.97,0,0,80.5
2.9,0.56,0,32.9,27,26.38,5.79,20.59,0,0,0,0,0,77.61
6.3,0.35,0,37.1,27,15.28,2.54,12.74,0,0,0,0,0,82.84
3.9,1.03,0,23.7,34,50.8,20.92,29.88,2.655,0.508,2.15,0,0,80.8
5.1,0.43,0,31.4,27,25.1,5.84,19.26,0,0,0,0,0,68.34
3.7,0.53,0,31.6,27,27.49,5.87,21.62,0,0,0,0,0,79.18
3.5,0.51,0,23.4,21,28.08,6.89,21.18,0,0,0,0,0,85.84
3.9,0.38,0,27,22,21.89,5.64,16.25,0,0,0,0,0,77.4
3.7,0.59,0,23.8,23,30.18,9.04,21.14,2.17,0.242,1.93,0,0,86.13
3.8,0.91,0,18.4,25,48.37,20.76,27.62,2.608,0.448,2.16,0,0,87.98
2.9,0.51,0,24.6,18,23.7,5.67,18.03,0,0,0,0,0,84.8
5.4,0.32,0,30.5,22,12.34,2.17,10.17,0,0,0,0,0,89.42
4,0.81,0,19.4,25,41.72,16.88,24.84,2.482,0.349,2.13,0,0,85.74
3.2,0.36,0,28.3,20,16.84,4.13,12.71,0,0,0,0,0,77.52
3.4,0.5,0,22.6,20,22.5,4.38,18.12,0,0,0,0,0,83.34
3.4,0.52,0,23.8,20,21.5,5.04,16.45,2.033,0.164,1.87,0,0,85.16
3.3,0.51,0,23.6,19,19.82,4.41,15.41,0,0,0,0,0,84.46
5.8,0.33,0,32.9,22,10.44,1.88,8.55,0,0,0,0,0,85.46
2.9,0.45,0,22.4,18,21.75,5.28,16.47,1.999,0.16,1.84,0,0,81.64
3.4,0.3,0,26.6,19,17.05,4.39,12.65,0,0,0,0,0,76.23
3.3,0.4,0,24.7,16,17.83,3.97,13.86,0,0,0,0,0,82.57
3.7,0.42,0,22.3,19,21.15,3.64,17.5,0,0,0,0,0,80.45
7,0.27,0,28.8,22,12.93,2.27,10.66,0,0,0,0,0,81.54
4.6,0.67,0,19.7,22,36.52,13.31,23.21,2.414,0.325,2.09,0,0,82.67
4.6,0.52,0,23.2,18,25.58,7.64,17.95,2.122,0.22,1.9,0,0,73.76
5.2,0.93,0,18.8,23,45.2,20.15,25.06,2.6,0.477,2.12,0,0,81.87
4.7,0.33,0,26,21,21.92,6.12,15.79,0,0,0,0,0,76.66
3.2,0.44,0,22.9,17,21.98,6.18,15.8,0,0,0,0,0,81.55
4.3,0.46,0,23.9,20,24.6,6.14,18.47,0,0,0,0,0,78.9
7.6,0.28,0,28.4,22,15.47,3.29,12.18,0,0,0,0,0,84.23
4.4,0.47,0,30.3,19,21.93,5.14,16.79,2.078,0.178,1.9,0,0,71.79
7.5,0.24,0,35.9,23,13.49,3.13,10.34,0,0,0,0,0,80.06
4.7,0.29,0,32.3,22,20.83,5.56,15.27,0,0,0,0,0,72.49
5.5,0.74,0,26.4,23,37.32,14.15,23.16,2.542,0.458,2.08,0,0,78.57
2.9,0.37,0,32.8,18,17.26,3.9,13.36,0,0,0,0,0,80.21
4.3,0.4,0,32.7,20,20.11,3.94,16.17,0,0,0,0,0,75.75
4.9,0.36,0,33.6,25,18.47,2.68,15.78,0,0,0,0,0,69.39
5.6,0.85,0,27.1,29,36.66,13.06,23.6,2.473,0.392,2.08,0,0,70.9
8.9,0.26,0,31.4,30,16.9,3.17,13.72,0,0,0,0,0,76.77
6.6,0.49,0,31.4,26,20.95,4.31,16.63,2.109,0.198,1.91,0,0,67.94
3.3,0.38,0,33.2,25,17.56,3.04,14.53,0,0,0,0,0,73.05
4.9,0.31,0,29.7,25,21.87,4.6,17.26,0,0,0,0,0,67.07
7.4,0.42,0,22.9,21,21.81,4.94,16.87,2.101,0.219,1.88,0,0,69.81
5.1,1,0,19.2,24,40.16,19.13,21.03,2.475,0.47,2.01,0,0,74.72
4.4,0.28,0,23.5,19,19.66,3.7,15.96,0,0,0,0,0,73.34
4.3,0.24,0,21.7,20,19.5,4.57,14.93,0,0,0,0,0,69.01
5.1,0.17,0,22.8,17,12.2,2.63,9.56,0,0,0,0,0,78.92
2.4,0.32,0,22.5,19,17.61,3.73,13.88,0,0,0,0,0,76.92
4.8,0.2,0,26.1,19,11.35,2.22,9.12,0,0,0,0,0,80.3
3,0.36,0,25.7,18,16.97,3.4,13.57,0,0,0,0,0,77.17
4.8,1.11,0,19.3,27,44.39,22.22,22.17,2.523,0.534,1.99,0,0,75.11
4.9,0.27,0,23.2,21,18.87,4.11,14.76,0,0,0,0,0,70.75
4.5,0.32,0,23.3,20,20.97,4.67,16.3,0,0,0,0,0,73.88
6.7,0.45,0,23.1,20,23.05,5.82,17.23,2.115,0.233,1.88,0,0,70.19
5,0.27,0,20.7,20,20.49,4.69,15.79,0,0,0,0,0,71.99
3,0.35,0,24.3,18,19.06,4.06,15,0,0,0,0,0,78.35
4.9,0.19,0,22.4,18,12.49,2.64,9.85,0,0,0,0,0,81.23
5.1,1.12,0,16.7,24,47.79,24.18,23.61,2.573,0.53,2.04,0,0,76.58
4.8,0.32,0,19.5,19,23.12,5.57,17.55,0,0,0,0,0,75.1
7.8,0.51,0,20.9,21,26.16,6.28,19.88,2.172,0.269,1.9,0,0,75.59
6.8,0.61,0,31.9,26,28.37,5.6,22.77,2.243,0.278,1.97,0,0,80.69
5.7,0.27,0,38,24,14.98,2.08,12.9,0,0,0,0,0,85.27
4.7,0.43,0,33.3,24,26.3,4.32,21.98,0,0,0,0,0,79.41
2.8,0.42,0,35.1,24,22.53,3.71,18.83,0,0,0,0,0,82.89
4.5,0.34,0,34.1,25,25.09,4.09,21,0,0,0,0,0,77.56
5.1,1.05,0,27.7,29,48.45,18.28,30.17,2.687,0.497,2.19,0,0,81.46
5.6,0.53,0,40.4,39,28.45,3.61,24.85,0,0,0,0,0,69.88
6.4,1.13,0,33.2,46,53.83,19.09,34.74,2.763,0.534,2.23,0,0,71.21
9.3,0.64,0,38.6,41,30.24,5.02,25.21,2.269,0.287,1.98,0,0,72.49
7.1,0.37,0,44.8,43,17.99,1.73,16.26,0,0,0,0,0,76.45
6.4,0.43,0,40.9,42,26.86,3.62,23.24,0,0,0,0,0,68.76
3.7,0.51,0,43.3,40,25,3.22,21.78,0,0,0,0,0,72.57
5.5,0.49,0,35.1,34,26.88,4.18,22.7,0,0,0,0,0,76.14
9.1,0.33,0,41.2,36,16.63,1.9,14.72,0,0,0,0,0,79.55
6.1,0.59,0,36,32,27.03,5.57,21.46,2.154,0.223,1.93,0,0,76.68
5.9,0.85,0,29.8,36,45.63,15.28,30.35,2.547,0.386,2.16,0,0,76.62
4.9,0.37,0,39.6,32,22.62,4.12,18.5,0,0,0,0,0,72.82
3.7,0.46,0,38.9,29,23.73,4.62,19.11,0,0,0,0,0,78.09
3.5,0.56,0,29.3,31,26.48,5.64,20.85,0,0,0,0,0,81.6
5.3,0.34,0,38,34,12.99,2.03,10.95,0,0,0,0,0,85.48
4.6,0.55,0,27.8,34,28.53,5.88,22.65,0,0,0,0,0,78.85
4.3,0.42,0,34.3,34,22.61,5.45,17.16,0,0,0,0,0,77.8
5,0.97,0,22,40,51.11,20.13,30.98,2.556,0.423,2.13,0,0,80.6
4.4,0.62,0,27.2,33,27.59,6.46,21.12,2.192,0.223,1.97,0,0,79.97
4.8,0.49,0,22.4,21,22.25,5.14,17.11,2.064,0.158,1.91,0,0,81.64
8.4,0.31,0,30.7,24,12.36,1.77,10.59,0,0,0,0,0,84.68
3.6,0.46,0,25.3,19,20.22,4.54,15.68,0,0,0,0,0,85.31
4.7,0.48,0,21.5,20,24.83,4.79,20.03,0,0,0,0,0,80.26
4,0.35,0,28.5,21,19.56,5.3,14.26,0,0,0,0,0,77.94
7.3,0.7,0,18.2,24,41.37,15.15,26.22,2.38,0.319,2.06,0,0,81.9
8.2,0.67,0,22.8,34,35.15,9,26.14,2.266,0.313,1.95,0,0,73.24
6.7,0.44,0,28.4,32,32.05,7.6,24.45,0,0,0,0,0,67.74
4.5,0.55,0,25.3,33,32.96,8.34,24.61,0,0,0,0,0,71.81
6.5,0.57,0,24.4,31,34.18,7.12,27.07,0,0,0,0,0,68.48
8.6,0.39,0,32.3,34,20.23,3.13,17.09,0,0,0,0,0,71.5
