序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
299,臺北市,1995/05,萬華,7.9,1.4,21.2,66.0,-,47,14.07,32.68,-,-,-,24.38,-,-,-,-
300,臺北市,1995/05,陽明,3.1,0.3,47.5,21.0,-,2,0.17,1.81,-,-,-,18.69,-,-,-,-
301,臺北市,1995/05,士林,5.7,1.05,20.0,59.0,-,46,15.05,31.03,-,-,-,24.35,-,-,-,-
302,臺北市,1995/04,松山,11.6,1.47,18.7,82.0,-,65,24.38,44.83,-,-,-,21.81,-,-,-,-
303,臺北市,1995/04,古亭,9.5,1.47,20.1,74.0,-,65,24.79,40.0,2.76,0.55,2.23,22.22,-,-,-,-
304,臺北市,1995/04,中山,12.4,1.65,21.5,82.0,-,65,26.61,38.94,2.93,0.62,2.3,22.06,-,-,-,-
305,臺北市,1995/04,大同,16.4,4.32,-,92.0,-,194,136.0,57.84,4.7,2.04,2.71,22.75,-,-,-,-
306,臺北市,1995/04,萬華,11.1,1.56,20.4,81.0,-,57,19.37,37.61,-,-,-,22.11,-,-,-,-
307,臺北市,1995/04,陽明,3.1,0.37,47.9,23.0,-,4,0.33,3.89,-,-,-,16.91,-,-,-,-
308,臺北市,1995/04,士林,7.3,1.1,23.4,66.0,-,48,15.37,32.57,-,-,-,22.13,-,-,-,-
309,臺北市,1995/03,松山,9.6,1.63,12.4,90.0,-,84,38.14,45.6,-,-,-,17.08,-,-,-,-
310,臺北市,1995/03,古亭,7.5,1.69,13.4,96.0,-,77,34.56,42.16,3.01,0.73,2.3,17.33,-,-,-,-
311,臺北市,1995/03,中山,10.0,1.84,12.3,92.0,-,85,39.56,44.63,3.14,0.8,2.37,17.16,-,-,-,-
312,臺北市,1995/03,大同,13.6,4.66,-,111.0,-,231,170.48,60.79,5.04,2.35,2.69,17.81,-,-,-,-
313,臺北市,1995/03,萬華,9.6,1.65,13.8,84.0,-,66,24.63,41.24,-,-,-,17.1,-,-,-,-
314,臺北市,1995/03,陽明,2.6,0.3,46.7,21.0,-,4,0.21,3.98,-,-,-,11.92,-,-,-,-
315,臺北市,1995/03,士林,7.0,1.08,20.4,80.0,-,55,19.5,34.78,-,-,-,17.06,-,-,-,-
316,臺北市,1995/02,松山,7.5,1.32,12.8,47.0,-,66,27.2,38.62,-,-,-,14.02,-,-,-,-
317,臺北市,1995/02,古亭,4.8,1.27,14.6,-,-,61,25.5,35.43,2.57,0.35,2.23,14.25,-,-,-,-
318,臺北市,1995/02,中山,7.9,1.5,15.1,51.0,-,70,27.41,43.55,2.72,0.54,2.19,14.32,-,-,-,-
319,臺北市,1995/02,大同,13.0,4.83,-,81.0,-,269,209.72,59.8,4.63,2.12,2.51,14.74,-,-,-,-
320,臺北市,1995/02,萬華,6.7,1.35,14.2,43.0,-,56,18.74,36.97,-,-,-,14.25,-,-,-,-
321,臺北市,1995/02,陽明,1.4,0.25,46.8,-,-,2,0.08,1.75,-,-,-,7.89,-,-,-,-
322,臺北市,1995/02,士林,5.0,0.98,20.8,43.0,-,49,17.68,31.79,-,-,-,14.31,-,-,-,-
323,臺北市,1995/01,松山,7.2,1.28,14.1,56.0,-,62,26.15,35.38,-,-,-,15.44,-,-,-,-
324,臺北市,1995/01,古亭,6.0,1.4,15.6,-,-,64,26.33,37.48,2.58,0.41,2.17,15.74,-,-,-,-
325,臺北市,1995/01,中山,7.8,1.52,13.2,56.0,-,70,31.16,38.01,2.68,0.51,2.18,15.78,-,-,-,-
326,臺北市,1995/01,大同,13.1,4.51,-,82.0,-,244,186.41,57.98,4.7,2.21,2.5,16.18,-,-,-,-
327,臺北市,1995/01,萬華,7.0,1.32,15.1,50.0,-,54,17.46,36.21,-,-,-,15.73,-,-,-,-
328,臺北市,1995/01,陽明,2.0,0.29,43.5,15.0,-,3,0.06,2.48,-,-,-,9.2,-,-,-,-
329,臺北市,1995/01,士林,4.4,0.89,23.2,48.0,-,36,13.88,22.06,-,-,-,15.74,-,-,-,-
330,臺北市,1994/12,松山,7.5,1.12,10.6,48.0,-,54,23.16,30.99,-,-,-,19.69,-,-,-,-
331,臺北市,1994/12,古亭,5.8,1.35,11.3,52.0,-,59,26.66,32.95,2.49,0.41,2.08,19.98,-,-,-,-
332,臺北市,1994/12,中山,6.9,1.44,9.7,50.0,-,66,31.72,33.8,2.49,0.42,2.08,20.23,-,-,-,-
333,臺北市,1994/12,大同,19.9,4.94,-,78.0,-,251,196.11,54.41,4.86,2.49,2.37,20.77,-,-,-,-
334,臺北市,1994/12,萬華,6.5,1.31,12.3,48.0,-,48,15.66,31.89,-,-,-,20.1,-,-,-,-
335,臺北市,1994/12,陽明,1.4,0.28,36.4,13.0,-,2,0.11,2.34,-,-,-,14.03,-,-,-,-
336,臺北市,1994/12,士林,3.0,0.77,20.2,37.0,-,30,10.9,18.8,-,-,-,20.54,-,-,-,-
337,臺北市,1994/11,松山,9.0,1.07,10.1,56.0,-,55,23.84,31.54,-,-,-,21.88,-,-,-,-
338,臺北市,1994/11,古亭,5.9,1.2,10.7,45.0,-,55,22.48,32.2,2.54,0.36,2.16,22.31,-,-,-,-
339,臺北市,1994/11,中山,9.0,1.26,11.4,53.0,-,66,29.6,36.52,2.49,0.38,2.09,22.4,-,-,-,-
340,臺北市,1994/11,大同,12.5,5.19,-,107.0,-,259,203.91,54.67,5.11,2.67,2.41,23.12,-,-,-,-
341,臺北市,1994/11,萬華,6.2,1.16,13.5,43.0,-,41,12.13,29.17,-,-,-,22.38,-,-,-,-
342,臺北市,1994/11,陽明,2.2,0.26,40.0,15.0,-,2,0.14,2.27,-,-,-,15.5,-,-,-,-
343,臺北市,1994/11,士林,5.1,0.67,23.8,38.0,-,29,9.76,19.16,-,-,-,22.59,-,-,-,-
344,臺北市,1994/10,松山,6.9,0.92,17.1,53.0,-,44,15.93,28.26,-,-,-,23.08,-,-,-,-
345,臺北市,1994/10,古亭,4.7,1.22,13.9,48.0,-,53,20.51,32.86,2.48,0.28,2.19,23.05,-,-,-,-
346,臺北市,1994/10,中山,6.9,1.24,15.6,55.0,-,59,23.65,35.03,2.45,0.35,2.1,23.6,-,-,-,-
347,臺北市,1994/10,大同,13.2,4.66,-,100.0,-,222,168.5,53.11,4.76,2.37,2.39,24.3,-,-,-,-
348,臺北市,1994/10,萬華,6.3,1.16,17.4,49.0,-,40,9.78,29.8,-,-,-,23.28,-,-,-,-
349,臺北市,1994/10,陽明,6.1,0.3,40.4,18.0,-,4,0.33,3.57,-,-,-,16.57,-,-,-,-
350,臺北市,1994/10,士林,4.6,0.75,27.0,42.0,-,29,8.47,20.59,-,-,-,23.66,-,-,-,-
351,臺北市,1994/09,松山,7.7,1.08,17.0,57.0,-,47,17.41,29.9,-,-,-,26.25,-,-,-,-
352,臺北市,1994/09,古亭,5.6,1.33,16.9,50.0,-,55,22.42,32.21,2.45,0.38,2.17,25.81,-,-,-,-
353,臺北市,1994/09,中山,8.2,1.4,16.3,56.0,-,60,23.99,34.85,2.61,0.4,2.21,26.43,-,-,-,-
354,臺北市,1994/09,大同,13.5,4.81,-,102.0,-,208,154.77,54.84,4.84,2.33,2.51,27.14,-,-,-,-
355,臺北市,1994/09,萬華,7.2,1.16,20.0,49.0,-,35,8.57,26.49,-,-,-,26.23,-,-,-,-
356,臺北市,1994/09,陽明,3.7,0.27,44.9,19.0,-,3,0.23,3.16,-,-,-,19.81,-,-,-,-
357,臺北市,1994/09,士林,5.1,0.91,22.7,42.0,-,34,9.99,22.05,-,-,-,26.15,-,-,-,-
358,臺北市,1994/08,松山,6.9,1.13,12.8,52.0,-,45,19.27,25.65,-,-,-,29.03,-,-,-,-
359,臺北市,1994/08,古亭,5.3,1.28,14.1,52.0,-,48,22.69,25.7,2.43,0.4,2.03,29.05,-,-,-,-
360,臺北市,1994/08,中山,7.6,1.51,10.9,53.0,-,57,28.16,27.46,2.72,0.47,2.25,29.17,-,-,-,-
361,臺北市,1994/08,大同,12.8,4.63,-,87.0,-,172,130.84,44.15,4.71,2.17,2.54,29.71,-,-,-,-
362,臺北市,1994/08,萬華,6.9,1.09,14.3,42.0,-,31,10.66,19.8,-,-,-,29.2,-,-,-,-
363,臺北市,1994/08,陽明,4.0,0.25,26.6,18.0,-,6,2.69,3.2,-,-,-,22.91,-,-,-,-
364,臺北市,1994/08,士林,5.5,0.89,12.4,39.0,-,27,12.34,12.25,-,-,-,29.05,-,-,-,-
365,臺北市,1994/07,松山,10.4,1.07,15.2,59.0,-,45,18.55,25.67,-,-,-,29.65,-,-,-,-
366,臺北市,1994/07,古亭,6.9,1.33,14.8,58.0,-,50,23.69,26.61,2.48,0.38,2.1,29.52,-,-,-,-
367,臺北市,1994/07,中山,12.4,1.59,12.5,61.0,-,60,28.81,29.91,2.6,0.44,2.17,29.93,-,-,-,-
368,臺北市,1994/07,大同,23.0,5.52,-,107.0,-,193,146.96,49.73,4.77,2.31,2.47,30.68,-,-,-,-
369,臺北市,1994/07,萬華,9.3,1.14,17.0,48.0,-,34,10.27,23.13,-,-,-,29.85,-,-,-,-
370,臺北市,1994/07,陽明,3.4,0.25,28.6,19.0,-,4,0.28,3.29,-,-,-,23.49,-,-,-,-
371,臺北市,1994/07,士林,6.7,0.91,14.1,47.0,-,31,11.23,18.04,-,-,-,29.66,-,-,-,-
372,臺北市,1994/06,松山,10.8,1.4,19.0,73.0,-,62,25.44,36.08,-,-,-,27.95,-,-,-,-
373,臺北市,1994/06,古亭,7.1,1.63,21.4,66.0,-,60,26.9,33.12,2.91,0.54,2.36,27.73,-,-,-,-
374,臺北市,1994/06,中山,12.8,1.77,12.9,65.0,-,82,40.45,39.95,2.83,0.56,2.27,28.32,-,-,-,-
375,臺北市,1994/06,大同,22.0,5.46,-,120.0,-,203,151.08,56.19,5.08,2.52,2.57,29.04,-,-,-,-
376,臺北市,1994/06,萬華,9.0,1.29,20.7,52.0,-,40,10.34,28.86,-,-,-,28.27,-,-,-,-
377,臺北市,1994/06,陽明,5.0,0.3,34.0,32.0,-,6,0.32,4.91,-,-,-,22.33,-,-,-,-
378,臺北市,1994/06,士林,6.8,1.13,17.1,56.0,-,41,16.53,22.48,-,-,-,28.16,-,-,-,-
379,臺北市,1994/05,松山,8.3,1.45,18.6,89.0,-,64,22.77,40.4,-,-,-,25.4,-,-,-,-
380,臺北市,1994/05,古亭,6.1,1.64,18.5,69.0,-,64,26.41,35.53,2.83,0.53,2.32,25.76,-,-,-,-
381,臺北市,1994/05,中山,9.8,1.78,14.9,78.0,-,75,30.08,43.4,2.75,0.55,2.2,25.84,-,-,-,-
382,臺北市,1994/05,大同,17.3,5.67,-,150.0,-,227,167.16,61.82,5.13,2.69,2.45,26.54,-,-,-,-
383,臺北市,1994/05,萬華,7.7,1.39,21.8,63.0,-,45,11.22,32.11,-,-,-,25.81,-,-,-,-
384,臺北市,1994/05,陽明,3.6,0.33,47.3,31.0,-,5,0.3,3.89,-,-,-,19.94,-,-,-,-
385,臺北市,1994/05,士林,5.9,1.11,17.9,69.0,-,42,14.43,26.27,-,-,-,25.77,-,-,-,-
386,臺北市,1994/04,松山,12.2,1.58,16.0,99.0,-,76,33.13,41.57,-,-,-,23.28,-,-,-,-
387,臺北市,1994/04,古亭,8.9,1.79,16.8,80.0,-,70,31.05,38.1,2.79,0.58,2.22,23.83,-,-,-,-
388,臺北市,1994/04,中山,12.8,1.97,14.3,99.0,-,86,40.87,42.79,2.94,0.63,2.31,23.71,-,-,-,-
389,臺北市,1994/04,大同,20.9,5.59,-,158.0,-,225,166.21,57.16,5.33,2.68,2.73,24.38,-,-,-,-
390,臺北市,1994/04,萬華,10.6,1.65,17.5,83.0,-,56,18.01,36.04,-,-,-,23.71,-,-,-,-
391,臺北市,1994/04,陽明,3.3,0.38,43.2,27.0,-,6,0.39,4.7,-,-,-,18.47,-,-,-,-
392,臺北市,1994/04,士林,7.3,1.31,16.9,94.0,-,53,22.99,29.56,-,-,-,23.73,-,-,-,-
393,臺北市,1994/03,松山,6.8,1.39,15.6,70.0,-,72,29.62,41.68,-,-,-,16.75,-,-,-,-
394,臺北市,1994/03,古亭,5.2,1.57,15.1,66.0,-,77,34.32,40.81,2.48,0.5,1.99,17.2,-,-,-,-
395,臺北市,1994/03,中山,6.8,1.83,11.6,73.0,-,92,43.41,46.25,2.77,0.57,2.21,17.13,-,-,-,-
396,臺北市,1994/03,大同,12.8,5.49,-,148.0,-,262,197.38,64.15,5.11,2.74,2.34,17.63,-,-,-,-
397,臺北市,1994/03,萬華,6.4,1.47,16.5,63.0,-,58,18.37,37.69,-,-,-,16.99,-,-,-,-
398,臺北市,1994/03,陽明,1.6,0.33,49.5,24.0,-,3,0.21,2.35,-,-,-,11.16,-,-,-,-
399,臺北市,1994/03,士林,3.7,1.03,20.4,66.0,-,49,18.13,28.85,-,-,-,17.13,-,-,-,-
400,臺北市,1994/02,松山,5.9,1.4,12.1,60.0,-,71,31.15,38.21,-,-,-,16.22,-,-,-,-
401,臺北市,1994/02,古亭,3.6,1.71,11.0,55.0,-,82,40.44,37.96,1.95,0.5,1.7,16.55,-,-,-,-
402,臺北市,1994/02,中山,5.6,1.75,9.5,58.0,-,84,42.37,38.75,2.71,0.55,2.17,16.44,-,-,-,-
403,臺北市,1994/02,大同,11.1,4.98,-,120.0,-,253,192.44,59.17,4.93,2.55,2.41,16.84,-,-,-,-
404,臺北市,1994/02,萬華,5.1,1.53,12.5,58.0,-,59,23.3,34.78,-,-,-,16.36,-,-,-,-
405,臺北市,1994/02,陽明,1.8,0.34,42.5,-,-,3,0.19,2.37,-,-,-,10.68,-,-,-,-
406,臺北市,1994/02,士林,2.8,1.08,16.4,55.0,-,53,24.5,23.6,-,-,-,16.36,-,-,-,-
407,臺北市,1994/01,松山,8.2,1.43,9.5,72.0,-,72,33.52,36.76,-,-,-,16.12,-,-,-,-
408,臺北市,1994/01,古亭,4.4,1.65,10.2,63.0,-,80,41.37,36.2,2.44,0.5,1.96,16.45,-,-,-,-
409,臺北市,1994/01,中山,7.3,1.77,8.0,68.0,-,83,43.65,41.36,2.78,0.61,2.18,16.5,-,-,-,-
410,臺北市,1994/01,大同,14.0,5.54,-,154.0,-,270,213.46,59.55,4.97,2.78,2.27,16.9,-,-,-,-
411,臺北市,1994/01,萬華,5.7,1.47,11.3,58.0,-,59,23.08,34.14,-,-,-,16.34,-,-,-,-
412,臺北市,1994/01,陽明,2.0,0.35,40.5,-,-,3,0.15,2.99,-,-,-,9.99,-,-,-,-
413,臺北市,1994/01,士林,4.3,1.16,16.5,64.0,-,52,24.79,24.51,-,-,-,16.4,-,-,-,-
414,臺北市,1993/12,松山,8.2,1.03,12.0,61.0,-,55,23.15,31.17,-,-,-,16.92,-,-,-,-
415,臺北市,1993/12,古亭,3.6,1.24,8.5,53.0,-,63,28.75,33.1,2.23,0.4,1.86,17.64,-,-,-,-
416,臺北市,1993/12,中山,7.0,1.32,10.0,59.0,-,71,33.8,35.51,2.44,0.41,2.05,17.81,-,-,-,-
417,臺北市,1993/12,大同,33.5,5.42,-,138.0,-,270,217.04,51.55,4.55,2.62,1.93,18.27,-,-,-,-
418,臺北市,1993/12,萬華,5.2,1.17,12.2,41.0,-,44,14.58,27.47,-,-,-,17.62,-,-,-,-
419,臺北市,1993/12,陽明,1.1,0.24,38.3,-,-,2,0.16,-,-,-,-,10.29,-,-,-,-
420,臺北市,1993/12,士林,4.3,0.73,22.0,47.0,-,37,12.57,16.85,-,-,-,17.54,-,-,-,-
421,臺北市,1993/11,松山,7.7,1.11,11.3,52.0,-,54,22.57,30.76,-,-,-,21.91,-,-,-,-
422,臺北市,1993/11,古亭,4.8,1.34,10.7,54.0,-,59,28.01,29.42,2.08,0.32,1.77,22.49,-,-,-,-
423,臺北市,1993/11,中山,7.6,1.41,9.7,53.0,-,67,33.27,32.86,2.26,0.39,1.88,22.38,-,-,-,-
424,臺北市,1993/11,大同,18.2,5.93,-,150.0,-,258,210.17,48.85,4.44,2.74,1.85,23.16,-,-,-,-
425,臺北市,1993/11,萬華,6.0,1.25,11.3,41.0,-,43,15.74,25.89,-,-,-,22.53,-,-,-,-
426,臺北市,1993/11,陽明,1.9,0.31,36.2,-,-,3,0.19,2.14,-,-,-,16.18,-,-,-,-
427,臺北市,1993/11,士林,5.1,0.8,19.1,44.0,-,31,12.41,16.36,-,-,-,22.71,-,-,-,-
428,臺北市,1993/10,松山,7.6,1.02,14.6,59.0,-,54,19.59,34.19,-,-,-,23.1,-,-,-,-
429,臺北市,1993/10,古亭,3.7,1.24,15.8,57.0,-,54,23.02,30.94,2.35,0.3,2.04,23.74,-,-,-,-
430,臺北市,1993/10,中山,5.9,1.26,12.3,53.0,-,62,25.02,36.62,2.16,0.31,1.86,23.92,-,-,-,-
431,臺北市,1993/10,大同,19.1,6.13,-,101.0,-,276,221.1,55.63,4.53,2.76,1.77,24.76,-,-,-,-
432,臺北市,1993/10,萬華,3.7,1.11,16.3,33.0,-,36,8.83,26.27,-,-,-,23.81,-,-,-,-
433,臺北市,1993/10,陽明,1.2,0.24,42.9,-,-,3,0.87,1.76,-,-,-,16.72,-,-,-,-
434,臺北市,1993/10,士林,2.8,0.65,25.3,41.0,-,24,6.48,15.61,-,-,-,23.92,-,-,-,-
435,臺北市,1993/09,松山,9.0,1.03,14.3,69.0,-,53,21.74,30.34,-,-,-,27.25,-,-,-,-
436,臺北市,1993/09,古亭,5.0,1.39,15.2,61.0,-,54,26.97,28.02,2.32,0.37,1.95,26.1,-,-,-,-
437,臺北市,1993/09,中山,8.1,1.36,11.3,63.0,-,60,26.93,34.31,2.31,0.36,1.95,28.14,-,-,-,-
438,臺北市,1993/09,大同,20.8,5.84,-,103.0,-,240,191.78,50.98,4.36,2.53,1.83,28.99,-,-,-,-
439,臺北市,1993/09,萬華,6.0,1.14,15.1,44.0,-,33,8.68,24.41,-,-,-,25.66,-,-,-,-
440,臺北市,1993/09,陽明,3.4,0.25,39.1,29.0,-,4,0.54,-,-,-,-,21.07,-,-,-,-
441,臺北市,1993/09,士林,4.6,0.81,18.0,58.0,-,29,10.37,18.78,-,-,-,27.65,-,-,-,-
442,臺北市,1993/08,松山,35.7,1.63,17.5,94.0,-,91,52.08,38.24,-,-,-,29.74,-,-,75.89,-
443,臺北市,1993/08,古亭,6.4,1.72,16.2,61.0,-,57,26.66,30.92,2.49,0.49,2.02,28.1,-,-,-,-
444,臺北市,1993/08,中山,10.0,1.71,12.9,71.0,-,67,30.16,36.72,2.56,0.51,2.05,29.97,-,-,-,-
445,臺北市,1993/08,大同,22.9,5.53,-,107.0,-,200,151.59,50.2,4.46,2.41,2.06,30.68,-,-,-,-
446,臺北市,1993/08,萬華,6.9,1.19,17.8,46.0,-,35,8.12,26.8,-,-,-,29.57,-,-,-,-
447,臺北市,1993/08,陽明,5.0,0.3,36.4,27.0,-,7,1.55,-,-,-,-,22.97,-,-,-,-
448,臺北市,1993/08,士林,6.7,1.15,15.7,63.0,-,41,16.42,23.41,-,-,-,29.21,-,-,-,-
449,臺北市,1993/07,松山,61.7,1.77,15.9,105.0,-,81,45.73,34.51,-,-,-,30.45,-,-,77.16,-
450,臺北市,1993/07,古亭,2.4,1.79,7.2,71.0,-,63,28.18,35.54,2.55,0.58,1.97,30.38,-,-,-,-
451,臺北市,1993/07,中山,14.5,2.18,13.2,93.0,-,68,30.44,38.41,2.51,0.55,1.97,30.73,-,-,-,-
452,臺北市,1993/07,大同,19.9,4.78,-,114.0,-,174,-,50.33,4.32,2.2,2.13,31.43,-,-,-,-
453,臺北市,1993/07,萬華,9.1,1.15,20.0,56.0,-,27,9.77,-,-,-,-,30.22,-,-,-,-
454,臺北市,1993/07,陽明,5.4,0.33,28.5,36.0,-,11,4.57,5.84,-,-,-,23.8,-,-,-,-
455,臺北市,1993/07,士林,9.1,1.12,13.7,72.0,-,43,16.93,24.3,-,-,-,29.84,-,-,-,-
456,臺北市,1993/06,松山,70.0,2.14,11.1,94.0,-,108,69.29,38.44,-,-,-,27.98,-,-,81.51,-
457,臺北市,1993/05,松山,69.3,1.87,-,86.0,-,109,66.07,42.33,-,-,-,25.1,-,-,69.23,-
458,臺北市,1993/04,松山,53.8,2.11,-,108.0,-,114,71.41,42.37,-,-,-,20.87,-,-,80.62,-
459,臺北市,1993/03,松山,39.8,2.0,10.1,85.0,-,107,66.73,40.25,-,-,-,17.54,-,-,74.12,-
460,臺北市,1993/02,松山,42.5,2.01,-,85.0,-,116,77.81,37.83,-,-,-,16.84,-,-,68.61,-
461,臺北市,1993/01,松山,42.8,1.81,-,67.0,-,94,65.14,28.46,-,-,-,14.5,-,-,78.04,-
462,臺北市,1992/12,松山,50.6,1.98,-,81.0,-,106,70.05,35.11,-,-,-,18.51,-,-,76.67,-
463,臺北市,1992/11,松山,40.7,1.63,-,69.0,-,102,62.46,39.42,-,-,-,19.84,-,-,77.21,-
464,臺北市,1992/10,松山,36.9,1.71,12.5,66.0,-,81,46.47,34.22,-,-,-,22.4,-,-,81.52,-
465,臺北市,1992/09,松山,50.1,2.16,8.9,88.0,-,82,49.91,31.31,-,-,-,27.25,-,-,87.17,-
466,臺北市,1992/08,松山,49.7,2.32,9.5,99.0,-,81,51.56,29.44,-,-,-,29.32,-,-,83.28,-
467,臺北市,1992/07,松山,66.7,2.7,-,95.0,-,97,58.95,37.28,-,-,-,30.24,-,-,75.33,-
468,臺北市,1992/06,松山,66.9,2.7,13.0,105.0,-,109,67.63,40.97,-,-,-,27.2,-,-,80.52,-
469,臺北市,1992/05,松山,58.3,2.41,13.2,102.0,-,115,65.72,49.22,-,-,-,23.76,-,-,81.07,-
470,臺北市,1992/04,松山,61.5,2.82,11.3,106.0,-,130,77.36,52.32,-,-,-,20.91,-,-,85.16,-
471,臺北市,1992/03,松山,61.4,2.54,8.8,76.0,-,117,72.91,43.93,-,-,-,17.79,-,-,90.03,-
472,臺北市,1992/02,松山,56.4,2.79,-,84.0,-,144,95.56,47.46,-,-,-,14.45,-,-,87.52,-
473,臺北市,1992/01,松山,44.2,2.87,-,158.0,-,131,89.08,41.57,-,-,-,14.63,-,-,77.33,-
474,臺北市,1991/12,松山,45.6,2.68,-,95.0,-,125,84.83,39.69,-,-,-,17.28,-,-,75.69,-
475,臺北市,1991/11,松山,41.0,2.12,6.8,69.0,-,93,57.85,34.91,-,-,-,19.35,-,-,79.08,-
476,臺北市,1991/10,松山,48.5,2.46,8.8,89.0,-,95,62.92,32.03,-,-,-,21.64,-,-,84.49,-
477,臺北市,1991/09,松山,46.1,2.25,6.6,58.0,-,49,34.89,14.14,-,-,-,26.62,-,-,83.65,-
478,臺北市,1991/08,松山,53.9,2.61,12.0,94.0,-,67,43.46,22.96,-,-,-,28.77,-,-,81.95,-
479,臺北市,1991/07,松山,54.8,2.57,-,94.0,-,75,50.99,23.21,-,-,-,30.07,-,-,73.6,-
480,臺北市,1991/06,松山,54.8,3.43,13.0,98.0,-,107,71.43,34.89,-,-,-,27.79,-,-,82.75,-
481,臺北市,1991/05,松山,60.0,2.98,-,106.0,-,100,63.87,35.7,-,-,-,25.12,-,-,75.83,-
482,臺北市,1991/04,松山,43.3,2.84,-,89.0,-,102,63.41,38.04,-,-,-,20.74,-,-,79.45,-
483,臺北市,1991/03,松山,47.2,3.0,-,96.0,-,114,75.71,37.68,-,-,-,17.93,-,-,87.52,-
484,臺北市,1991/02,松山,30.9,2.75,-,87.0,-,103,66.52,36.36,-,-,-,14.35,-,-,81.46,-
485,臺北市,1991/01,松山,31.1,2.6,-,133.0,-,97,65.44,31.05,-,-,-,14.55,-,-,86.24,-
486,臺北市,1990/12,松山,33.3,1.79,-,83.0,-,100,68.12,31.88,-,-,-,17.61,-,-,81.62,-
487,臺北市,1990/11,松山,31.1,0.89,-,72.0,-,86,54.16,31.2,-,-,-,20.78,-,-,76.04,-
488,臺北市,1990/10,松山,28.1,0.84,9.8,64.0,-,66,38.26,26.81,-,-,-,21.58,-,-,68.03,-
489,臺北市,1990/09,松山,33.8,1.1,-,77.0,-,76,51.6,24.25,-,-,-,25.07,-,-,72.16,-
490,臺北市,1990/08,松山,35.9,1.05,-,83.0,-,81,53.75,26.36,-,-,-,27.4,-,-,77.44,-
491,臺北市,1990/07,松山,33.3,2.03,-,85.0,-,76,53.57,22.11,-,-,-,27.9,-,-,71.47,-
492,臺北市,1990/06,松山,40.2,2.74,-,82.0,-,74,50.55,22.68,-,-,-,25.8,-,-,79.77,-
493,臺北市,1990/05,松山,33.1,2.55,11.4,79.0,-,79,49.11,29.47,-,-,-,23.61,-,-,82.69,-
494,臺北市,1990/04,松山,34.3,2.93,10.2,84.0,-,90,60.53,29.35,-,-,-,20.5,-,-,86.65,-
495,臺北市,1990/03,松山,33.4,2.49,8.9,83.0,-,88,62.29,25.62,-,-,-,18.07,-,-,80.47,-
496,臺北市,1990/02,松山,34.7,2.45,6.9,88.0,-,79,55.24,23.32,-,-,-,17.65,-,-,88.24,-
497,臺北市,1990/01,松山,27.7,2.36,5.9,48.0,-,87,56.83,29.69,-,-,-,16.01,-,-,89.86,-
498,臺北市,1989/12,松山,30.4,2.55,5.9,75.0,-,78,54.31,23.18,-,-,-,16.53,-,-,82.24,-
499,臺北市,1989/11,松山,41.9,2.05,7.3,60.0,-,47,33.31,13.38,-,-,-,19.74,-,-,80.65,-
500,臺北市,1989/10,松山,45.8,1.79,8.1,57.0,-,35,23.58,11.44,-,-,-,22.72,-,-,83.2,-
501,臺北市,1989/09,松山,36.0,1.76,8.4,59.0,-,61,44.69,15.76,-,-,-,27.01,-,-,87.84,-
502,臺北市,1989/08,松山,49.5,2.02,13.0,105.0,-,64,42.77,21.14,-,-,-,29.07,-,-,80.6,-
503,臺北市,1989/07,松山,46.5,2.23,-,97.0,-,61,41.63,19.52,-,-,-,29.15,-,-,79.65,-
504,臺北市,1989/06,松山,41.5,2.27,11.9,75.0,-,63,41.52,21.28,-,-,-,28.1,-,-,76.01,-
505,臺北市,1989/05,松山,50.7,2.15,10.4,64.0,-,84,54.1,29.31,-,-,-,24.2,-,-,84.46,-
506,臺北市,1989/04,松山,44.6,2.64,11.0,92.0,-,89,64.83,25.21,-,-,-,21.33,-,-,84.73,-
507,臺北市,1989/03,松山,39.6,2.43,11.1,79.0,-,81,65.17,21.13,-,-,-,16.86,-,-,77.81,-
508,臺北市,1989/02,松山,34.6,2.3,8.5,66.0,-,89,62.05,27.09,-,-,-,15.85,-,-,83.94,-
509,臺北市,1989/01,松山,31.3,2.46,7.2,70.0,-,110,78.78,30.4,-,-,-,16.25,-,-,87.13,-
