序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","平均風速<br />WS_HR<br />(m/sec)","平均風向<br />WD_HR<br />(degress)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
1255,高雄市,2000/03,鳳山,20.4,1.04,-,24.4,158,66,60.01,20.05,39.96,-,-,-,-,-,22.7,-,-,-,-
1256,高雄市,2000/03,林園,18.3,0.77,-,32.0,126,75,39.01,11.55,27.46,2.774,0.55,2.23,-,-,22.94,-,-,-,-
1257,高雄市,2000/03,大寮,15.4,0.83,-,33.2,165,-,45.57,10.55,35.02,2.803,0.43,2.37,-,-,22.79,-,-,-,-
1258,高雄市,2000/03,仁武,17.7,0.71,-,27.6,136,-,52.45,15.9,36.54,2.838,0.5,2.34,-,-,22.09,-,-,-,-
1259,高雄市,2000/03,橋頭,6.1,0.64,-,26.4,113,-,38.92,8.79,30.12,2.565,0.52,2.04,-,-,21.1,-,-,-,-
1260,高雄市,2000/03,美濃,2.4,0.61,-,31.6,113,-,20.07,1.63,18.44,-,-,-,-,-,22.69,-,-,-,-
1261,高雄市,2000/02,左營,6.1,0.69,-,24.1,108,-,35.91,8.15,27.76,2.529,0.31,2.22,-,-,18.45,-,-,-,-
1262,高雄市,2000/02,楠梓,4.1,0.56,-,21.9,95,-,35.91,8.86,27.05,2.492,0.24,2.25,-,-,18.73,-,-,-,-
1263,高雄市,2000/02,前金,6.7,0.81,-,17.8,100,-,40.57,10.69,29.88,-,-,-,-,-,19.87,-,-,-,-
1264,高雄市,2000/02,前鎮,10.6,-,-,-,106,-,59.76,19.31,40.46,2.723,0.54,2.19,-,-,18.78,-,-,-,-
1265,高雄市,2000/02,復興,10.5,1.34,-,-,141,-,71.55,27.05,44.5,2.934,0.82,2.11,-,-,19.21,-,-,-,-
1266,高雄市,2000/02,小港,18.8,0.99,-,17.7,120,-,69.18,27.6,41.58,2.794,0.62,2.17,-,-,19.89,-,-,-,-
1267,高雄市,2000/02,鳳山,22.1,1.0,-,13.3,130,57,64.69,27.12,37.58,-,-,-,-,-,19.43,-,-,-,-
1268,高雄市,2000/02,林園,22.0,0.79,-,24.0,106,74,47.51,16.68,30.83,2.894,0.61,2.28,-,-,20.05,-,-,-,-
1269,高雄市,2000/02,大寮,13.3,0.72,-,21.2,125,-,45.85,12.97,32.88,2.799,0.37,2.43,-,-,19.42,-,-,-,-
1270,高雄市,2000/02,仁武,15.3,0.63,-,21.2,108,-,51.28,17.67,33.62,2.716,0.41,2.31,-,-,18.96,-,-,-,-
1271,高雄市,2000/02,橋頭,4.3,0.59,-,18.9,96,-,37.51,8.67,28.84,2.525,0.18,2.34,-,-,17.97,-,-,-,-
1272,高雄市,2000/02,美濃,1.8,0.57,-,23.4,93,-,22.28,2.49,19.8,-,-,-,-,-,19.31,-,-,-,-
1273,高雄市,2000/01,左營,7.1,0.87,-,24.8,122,-,42.1,11.38,30.71,2.887,0.4,2.48,-,-,18.48,-,-,-,-
1274,高雄市,2000/01,楠梓,4.8,0.58,-,20.1,108,-,41.06,11.9,29.15,2.539,0.29,2.25,-,-,18.54,-,-,-,-
1275,高雄市,2000/01,前金,7.9,0.93,-,18.1,110,-,45.32,12.81,32.5,-,-,-,-,-,19.94,-,-,-,-
1276,高雄市,2000/01,前鎮,11.0,-,-,-,120,-,70.55,25.9,44.66,2.837,0.64,2.2,-,-,18.95,-,-,-,-
1277,高雄市,2000/01,復興,11.3,1.5,-,-,150,-,88.49,36.87,51.63,3.177,1.04,2.14,-,-,19.21,-,-,-,-
1278,高雄市,2000/01,小港,18.0,1.06,-,16.1,129,-,80.18,34.4,45.79,2.892,0.69,2.21,-,-,19.52,-,-,-,-
1279,高雄市,2000/01,鳳山,19.1,1.13,-,12.8,147,63,68.42,28.77,39.65,-,-,-,-,-,19.36,-,-,-,-
1280,高雄市,2000/01,林園,22.2,0.89,-,26.8,122,82,50.4,16.99,33.42,-,-,-,-,-,19.12,-,-,-,-
1281,高雄市,2000/01,大寮,15.2,0.83,-,20.3,142,-,47.2,11.79,35.42,2.89,0.42,2.47,-,-,19.24,-,-,-,-
1282,高雄市,2000/01,仁武,13.4,0.66,-,21.2,129,-,57.58,19.57,38.01,2.797,0.46,2.34,-,-,18.53,-,-,-,-
1283,高雄市,2000/01,橋頭,5.5,0.65,-,19.9,88,-,43.53,11.5,32.03,2.56,0.22,2.34,-,-,17.99,-,-,-,-
1284,高雄市,2000/01,美濃,1.7,0.56,-,25.9,95,-,22.58,2.95,19.63,-,-,-,-,-,19.01,-,-,-,-
1285,高雄市,1999/12,左營,8.4,0.73,-,22.6,105,-,47.11,12.58,34.54,2.782,0.33,2.45,-,-,18.71,-,-,-,-
1286,高雄市,1999/12,楠梓,5.1,0.42,-,17.1,88,-,55.23,19.09,36.14,2.58,0.32,2.26,-,-,18.71,-,-,-,-
1287,高雄市,1999/12,前金,10.0,0.82,-,18.7,102,-,45.48,13.37,32.11,-,-,-,-,-,20.13,-,-,-,-
1288,高雄市,1999/12,前鎮,14.0,-,-,-,-,-,72.76,26.51,46.26,2.914,0.62,2.29,-,-,19.35,-,-,-,-
1289,高雄市,1999/12,復興,12.6,1.53,-,-,136,-,86.77,38.67,48.11,3.155,1.0,2.16,-,-,19.33,-,-,-,-
1290,高雄市,1999/12,小港,19.8,1.04,-,15.5,121,-,86.9,37.72,49.17,2.971,0.72,2.25,-,-,19.98,-,-,-,-
1291,高雄市,1999/12,鳳山,16.9,1.03,-,13.7,129,59,73.19,31.09,42.1,-,-,-,-,-,19.38,-,-,-,-
1292,高雄市,1999/12,林園,24.3,0.73,-,24.4,107,72,51.9,17.5,34.4,3.611,0.92,2.69,-,-,19.33,-,-,-,-
1293,高雄市,1999/12,大寮,12.2,0.71,-,21.9,121,-,43.94,9.09,34.85,3.073,0.47,2.6,-,-,19.4,-,-,-,-
1294,高雄市,1999/12,仁武,12.4,0.7,-,20.3,120,-,58.15,21.63,36.52,-,-,-,-,-,18.66,-,-,-,-
1295,高雄市,1999/12,橋頭,7.3,0.61,-,17.6,75,-,47.26,12.54,34.72,2.659,0.25,2.41,-,-,18.19,-,-,-,-
1296,高雄市,1999/12,美濃,1.9,0.59,-,25.2,95,-,24.33,3.12,21.21,-,-,-,-,-,19.12,-,-,-,-
1297,高雄市,1999/11,左營,9.2,0.92,-,36.8,109,-,44.2,11.25,32.54,2.933,0.36,2.57,-,-,23.58,-,-,-,-
1298,高雄市,1999/11,楠梓,5.7,0.66,-,30.9,111,-,40.71,9.85,30.86,2.647,0.33,2.31,-,-,23.39,-,-,-,-
1299,高雄市,1999/11,前金,9.6,0.85,-,34.5,104,-,39.31,9.67,29.64,-,-,-,-,-,24.99,-,-,-,-
1300,高雄市,1999/11,前鎮,13.5,-,-,-,126,-,65.18,19.94,45.24,2.849,0.55,2.3,-,-,24.38,-,-,-,-
1301,高雄市,1999/11,復興,15.2,1.53,-,-,141,-,77.12,30.08,47.04,3.288,1.05,2.23,-,-,25.59,-,-,-,-
1302,高雄市,1999/11,小港,17.8,1.0,-,35.2,136,-,69.22,21.75,47.54,2.92,0.66,2.26,-,-,24.93,-,-,-,-
1303,高雄市,1999/11,鳳山,15.3,1.04,-,30.1,133,63,58.5,16.75,41.75,-,-,-,-,-,24.38,-,-,-,-
1304,高雄市,1999/11,林園,13.5,0.74,-,42.4,108,82,30.86,5.3,25.6,-,-,-,-,-,24.11,-,-,-,-
1305,高雄市,1999/11,大寮,12.9,0.78,-,38.2,148,-,39.85,5.33,34.52,2.998,0.42,2.58,-,-,24.55,-,-,-,-
1306,高雄市,1999/11,仁武,15.7,0.76,-,33.5,140,-,54.27,17.11,37.17,-,-,-,-,-,23.42,-,-,-,-
1307,高雄市,1999/11,橋頭,7.6,0.76,-,30.3,94,-,43.72,10.78,32.94,2.712,0.25,2.46,-,-,22.94,-,-,-,-
1308,高雄市,1999/11,美濃,2.5,0.64,-,40.7,104,-,18.26,1.07,17.19,-,-,-,-,-,23.8,-,-,-,-
1309,高雄市,1999/10,左營,8.5,0.85,-,37.5,80,-,32.16,7.37,24.79,2.572,0.27,2.3,-,-,26.34,-,-,-,-
1310,高雄市,1999/10,楠梓,6.7,0.64,-,32.9,84,-,31.94,7.71,24.23,2.982,0.39,2.59,-,-,26.26,-,-,-,-
1311,高雄市,1999/10,前金,8.8,0.78,-,34.6,74,-,30.94,7.36,23.58,-,-,-,-,-,27.67,-,-,-,-
1312,高雄市,1999/10,前鎮,12.4,-,-,-,96,-,51.02,13.93,37.08,2.771,0.51,2.26,-,-,26.82,-,-,-,-
1313,高雄市,1999/10,復興,11.7,1.29,-,-,105,-,57.14,20.19,36.96,3.049,0.92,2.13,-,-,26.56,-,-,-,-
1314,高雄市,1999/10,小港,17.3,1.06,-,29.2,99,-,54.54,16.12,38.42,2.726,0.53,2.19,-,-,27.07,-,-,-,-
1315,高雄市,1999/10,鳳山,11.6,1.06,-,32.1,96,51,41.96,9.97,31.98,-,-,-,-,-,26.86,-,-,-,-
1316,高雄市,1999/10,林園,7.3,0.62,-,39.6,78,65,19.67,4.06,15.62,2.547,0.36,2.19,-,-,27.15,-,-,-,-
1317,高雄市,1999/10,大寮,8.3,0.76,-,35.2,113,-,33.23,4.34,29.05,3.118,0.42,2.7,-,-,27.03,-,-,-,-
1318,高雄市,1999/10,仁武,11.5,0.67,-,32.6,104,-,40.02,10.66,29.36,-,-,-,-,-,26.39,-,-,-,-
1319,高雄市,1999/10,橋頭,6.9,0.66,-,30.8,77,-,30.96,6.19,24.77,2.62,0.19,2.43,-,-,25.57,-,-,-,-
1320,高雄市,1999/10,美濃,2.2,0.52,-,35.4,87,-,13.3,0.98,12.29,-,-,-,-,-,26.38,-,-,-,-
1321,高雄市,1999/09,左營,7.1,0.81,-,30.6,51,-,26.4,7.63,19.01,2.492,0.26,2.23,-,-,27.71,-,-,-,-
1322,高雄市,1999/09,楠梓,5.8,0.53,-,27.5,51,-,27.17,8.93,18.24,2.966,0.45,2.52,-,-,27.64,-,-,-,-
1323,高雄市,1999/09,前金,8.2,0.77,-,28.3,47,-,27.1,7.48,19.63,-,-,-,-,-,29.16,-,-,-,-
1324,高雄市,1999/09,前鎮,9.5,-,-,-,65,-,38.28,10.22,28.06,2.546,0.41,2.13,-,-,27.92,-,-,-,-
1325,高雄市,1999/09,復興,9.3,1.15,-,-,65,-,41.2,13.44,27.76,2.705,0.76,1.95,-,-,27.81,-,-,-,-
1326,高雄市,1999/09,小港,12.7,0.86,-,22.7,58,-,37.98,10.98,27.0,2.328,0.33,2.0,-,-,28.13,-,-,-,-
1327,高雄市,1999/09,鳳山,8.1,0.88,-,24.9,62,45,28.99,5.67,23.32,-,-,-,-,-,27.86,-,-,-,-
1328,高雄市,1999/09,林園,5.6,0.54,-,31.4,47,41,14.31,2.1,12.26,2.285,0.22,2.06,-,-,28.05,-,-,-,-
1329,高雄市,1999/09,大寮,5.7,0.57,-,27.0,56,-,18.6,2.27,16.33,2.766,0.2,2.57,-,-,27.95,-,-,-,-
1330,高雄市,1999/09,仁武,10.1,0.56,-,26.1,53,-,26.59,7.07,19.52,-,-,-,-,-,27.56,-,-,-,-
1331,高雄市,1999/09,橋頭,5.6,0.53,-,24.1,48,-,22.03,4.7,17.33,2.418,0.13,2.29,-,-,26.89,-,-,-,-
1332,高雄市,1999/09,美濃,0.8,0.41,-,27.7,48,-,8.66,0.81,7.85,-,-,-,-,-,27.17,-,-,-,-
1333,高雄市,1999/08,左營,4.7,0.69,-,16.7,27,-,22.23,8.9,13.33,2.316,0.17,2.15,-,-,27.95,-,-,-,-
1334,高雄市,1999/08,楠梓,7.3,0.44,-,14.5,32,-,26.38,10.98,15.4,2.533,0.35,2.11,-,-,27.95,-,-,-,-
1335,高雄市,1999/08,前金,6.2,0.72,-,14.3,29,-,27.39,11.83,15.56,-,-,-,-,-,29.28,-,-,-,-
1336,高雄市,1999/08,前鎮,10.5,-,-,-,38,-,35.66,15.69,19.98,2.601,0.48,2.12,-,-,27.94,-,-,-,-
1337,高雄市,1999/08,復興,6.4,0.93,-,-,36,-,32.17,14.24,17.93,2.456,0.58,1.88,-,-,27.85,-,-,-,-
1338,高雄市,1999/08,小港,12.2,0.74,-,11.1,35,-,31.69,14.07,17.62,2.147,0.26,1.88,-,-,28.38,-,-,-,-
1339,高雄市,1999/08,鳳山,6.3,0.75,-,12.4,40,-,25.33,8.18,17.15,-,-,-,-,-,28.08,-,-,-,-
1340,高雄市,1999/08,林園,2.0,0.38,-,18.5,27,20,7.98,1.77,6.22,2.125,0.18,1.94,-,-,28.36,-,-,-,-
1341,高雄市,1999/08,大寮,3.6,0.42,-,14.8,24,-,13.3,2.87,10.43,2.595,0.15,2.44,-,-,28.28,-,-,-,-
1342,高雄市,1999/08,仁武,5.8,0.42,-,15.6,30,-,20.71,7.28,13.43,2.381,0.12,2.26,-,-,27.95,-,-,-,-
1343,高雄市,1999/08,橋頭,6.1,0.47,-,12.1,24,-,20.28,7.23,13.06,2.354,0.11,2.24,-,-,26.93,-,-,-,-
1344,高雄市,1999/08,美濃,0.8,0.35,-,18.9,27,-,7.43,1.21,6.21,-,-,-,-,-,27.18,-,-,-,-
1345,高雄市,1999/07,左營,5.4,0.76,-,17.0,30,-,26.3,12.14,14.06,2.357,0.28,2.07,-,-,27.9,-,-,-,-
1346,高雄市,1999/07,楠梓,4.5,0.48,-,14.8,33,-,25.42,11.08,14.34,2.841,0.38,2.43,-,-,27.84,-,-,-,-
1347,高雄市,1999/07,前金,5.5,0.81,-,10.8,31,-,29.63,13.85,15.91,-,-,-,-,-,27.99,-,-,-,-
1348,高雄市,1999/07,前鎮,6.7,-,-,-,34,-,42.19,19.86,20.95,2.564,0.46,2.11,-,-,27.93,-,-,-,-
1349,高雄市,1999/07,復興,5.3,1.01,-,-,35,-,38.73,20.44,18.28,2.648,0.75,1.9,-,-,27.76,-,-,-,-
1350,高雄市,1999/07,小港,9.6,0.74,-,11.3,38,-,33.26,14.84,18.42,2.176,0.29,1.89,-,-,28.4,-,-,-,-
1351,高雄市,1999/07,鳳山,4.8,0.82,-,12.8,41,-,26.19,9.35,16.84,-,-,-,-,-,28.04,-,-,-,-
1352,高雄市,1999/07,林園,3.1,0.4,-,18.9,23,22,8.88,2.05,6.83,2.141,0.17,1.96,-,-,28.42,-,-,-,-
1353,高雄市,1999/07,大寮,1.1,0.48,-,13.5,31,-,15.08,3.66,11.42,2.421,0.17,2.25,-,-,28.28,-,-,-,-
1354,高雄市,1999/07,仁武,3.3,0.52,-,16.7,33,-,23.16,8.9,14.26,2.582,0.2,2.38,-,-,27.95,-,-,-,-
1355,高雄市,1999/07,橋頭,4.1,0.49,-,12.5,26,-,23.64,10.6,13.04,2.433,0.15,2.27,-,-,26.89,-,-,-,-
1356,高雄市,1999/07,美濃,0.6,0.39,-,17.1,30,-,7.4,1.24,6.16,-,-,-,-,-,27.26,-,-,-,-
1357,高雄市,1999/06,左營,7.0,0.65,-,18.3,35,-,21.04,7.3,13.74,2.78,0.2,2.58,-,-,28.39,-,-,-,-
1358,高雄市,1999/06,楠梓,9.0,0.48,-,16.3,43,-,28.57,12.14,16.41,2.629,0.42,2.21,-,-,28.53,-,-,-,-
1359,高雄市,1999/06,前金,7.2,0.64,-,15.3,35,-,22.78,8.82,13.95,-,-,-,-,-,28.24,-,-,-,-
1360,高雄市,1999/06,前鎮,11.8,-,-,-,40,-,32.49,13.38,19.11,2.554,0.49,2.06,-,-,28.46,-,-,-,-
1361,高雄市,1999/06,復興,7.7,0.83,-,-,39,-,27.06,10.8,16.26,2.372,0.51,1.86,-,-,28.3,-,-,-,-
1362,高雄市,1999/06,小港,16.6,0.82,-,12.7,48,-,30.56,12.66,17.9,2.022,0.25,1.78,-,-,29.05,-,-,-,-
1363,高雄市,1999/06,鳳山,6.7,0.76,-,14.1,48,-,24.53,7.99,16.54,-,-,-,-,-,28.6,-,-,-,-
1364,高雄市,1999/06,林園,2.2,0.36,-,20.1,35,18,7.34,1.6,5.75,2.01,0.13,1.88,-,-,28.86,-,-,-,-
1365,高雄市,1999/06,大寮,1.9,0.45,-,16.3,41,-,15.05,3.23,11.82,2.264,0.16,2.11,-,-,28.89,-,-,-,-
1366,高雄市,1999/06,仁武,6.0,0.52,-,20.5,39,-,20.03,6.42,13.6,-,-,-,-,-,28.39,-,-,-,-
1367,高雄市,1999/06,橋頭,7.8,0.5,-,13.7,37,-,22.39,8.03,14.36,2.472,0.19,2.28,-,-,27.37,-,-,-,-
1368,高雄市,1999/06,美濃,1.2,0.37,-,19.7,36,-,8.6,1.05,7.55,-,-,-,-,-,28.17,-,-,-,-
1369,高雄市,1999/05,左營,8.7,0.85,-,34.7,58,-,28.66,6.08,22.58,2.879,0.27,2.61,-,-,25.97,-,-,-,-
1370,高雄市,1999/05,楠梓,5.6,0.6,-,33.4,63,-,28.99,7.2,21.8,2.643,0.33,2.31,-,-,26.08,-,-,-,-
1371,高雄市,1999/05,前金,8.1,0.83,-,32.5,56,-,27.88,5.51,22.37,-,-,-,-,-,25.91,-,-,-,-
1372,高雄市,1999/05,前鎮,11.5,-,-,-,57,-,40.89,10.93,29.96,2.882,0.48,2.4,-,-,26.31,-,-,-,-
1373,高雄市,1999/05,復興,9.5,1.25,-,-,68,-,43.06,14.63,28.42,2.773,0.7,2.07,-,-,26.19,-,-,-,-
1374,高雄市,1999/05,小港,14.1,0.86,-,25.6,67,-,42.45,11.14,31.31,2.445,0.38,2.06,-,-,26.74,-,-,-,-
1375,高雄市,1999/05,鳳山,-,0.97,-,-,-,19,33.12,6.99,26.13,-,-,-,-,-,26.55,-,-,-,-
1376,高雄市,1999/05,林園,7.7,0.6,-,33.3,55,27,16.98,2.65,14.43,2.345,0.25,2.1,-,-,26.7,-,-,-,-
1377,高雄市,1999/05,大寮,8.6,0.68,-,29.8,61,-,24.29,3.71,20.68,2.477,0.24,2.24,-,-,26.83,-,-,-,-
1378,高雄市,1999/05,仁武,9.2,0.77,-,30.9,59,-,32.22,8.11,24.11,2.553,0.29,2.26,-,-,26.18,-,-,-,-
1379,高雄市,1999/05,橋頭,5.9,0.65,-,27.9,53,-,27.84,6.52,21.33,2.558,0.17,2.39,-,-,25.26,-,-,-,-
1380,高雄市,1999/05,美濃,2.1,0.51,-,28.1,61,-,12.05,1.17,10.88,-,-,-,-,-,25.96,-,-,-,-
1381,高雄市,1999/04,左營,10.3,-,-,42.3,83,-,26.11,4.33,21.88,2.682,0.22,2.47,-,-,25.3,-,-,-,-
1382,高雄市,1999/04,楠梓,6.2,0.59,-,37.8,95,-,30.05,5.74,24.28,2.626,0.31,2.31,-,-,25.5,-,-,-,-
1383,高雄市,1999/04,前金,8.9,0.76,-,36.2,78,-,26.41,4.53,21.84,-,-,-,-,-,25.26,-,-,-,-
1384,高雄市,1999/04,前鎮,12.1,-,-,-,85,-,43.81,10.29,33.52,2.774,0.39,2.39,-,-,25.78,-,-,-,-
1385,高雄市,1999/04,復興,9.8,1.58,-,-,94,-,45.61,14.09,31.53,2.787,0.64,2.15,-,-,25.78,-,-,-,-
1386,高雄市,1999/04,小港,13.9,0.82,-,30.8,87,-,44.24,11.09,33.14,2.373,0.39,1.99,-,-,26.25,-,-,-,-
1387,高雄市,1999/04,鳳山,-,0.9,-,13.8,-,25,36.28,8.33,27.95,-,-,-,-,-,26.02,-,-,-,-
1388,高雄市,1999/04,林園,8.9,0.57,-,39.6,79,31,19.71,3.1,16.95,2.217,0.26,1.95,-,-,26.18,-,-,-,-
1389,高雄市,1999/04,大寮,9.5,0.73,-,33.4,85,-,27.92,3.59,24.25,2.464,0.25,2.22,-,-,26.43,-,-,-,-
1390,高雄市,1999/04,仁武,10.5,0.72,-,42.1,87,-,35.75,9.02,26.73,2.538,0.29,2.25,-,-,25.54,-,-,-,-
1391,高雄市,1999/04,橋頭,6.9,0.67,-,32.5,77,-,29.8,5.53,24.27,2.689,0.17,2.52,-,-,24.68,-,-,-,-
1392,高雄市,1999/04,美濃,2.7,0.53,-,30.2,101,-,15.22,0.91,14.32,-,-,-,-,-,25.46,-,-,-,-
1393,高雄市,1999/03,左營,10.0,0.79,-,32.0,104,-,36.21,7.69,28.52,2.759,0.29,2.47,-,-,23.57,-,-,-,-
1394,高雄市,1999/03,楠梓,6.0,0.64,-,27.2,108,-,38.18,9.44,28.74,2.629,0.35,2.28,-,-,23.8,-,-,-,-
1395,高雄市,1999/03,前金,12.0,0.91,-,27.7,-,-,36.97,-,28.53,-,-,-,-,-,23.56,-,-,-,-
1396,高雄市,1999/03,前鎮,14.9,-,-,-,101,-,56.03,15.56,40.47,3.011,0.56,2.45,-,-,24.42,-,-,-,-
1397,高雄市,1999/03,復興,13.4,1.35,-,-,116,-,55.06,18.46,36.55,3.05,0.79,2.26,-,-,24.39,-,-,-,-
1398,高雄市,1999/03,小港,18.3,1.03,-,22.4,100,-,59.41,20.26,39.15,2.693,0.54,2.15,-,-,24.97,-,-,-,-
1399,高雄市,1999/03,鳳山,17.6,1.06,-,20.2,119,81,55.52,18.22,37.32,-,-,-,-,-,24.63,-,-,-,-
1400,高雄市,1999/03,林園,15.6,0.68,-,27.0,103,69,33.87,9.22,24.63,2.635,0.45,2.19,-,-,24.92,-,-,-,-
1401,高雄市,1999/03,大寮,11.0,0.76,-,29.3,108,-,36.55,7.58,28.97,2.696,0.37,2.32,-,-,25.07,-,-,-,-
1402,高雄市,1999/03,仁武,12.0,0.77,-,27.5,97,-,43.74,12.41,31.33,2.785,0.42,2.36,-,-,23.94,-,-,-,-
1403,高雄市,1999/03,橋頭,7.7,0.7,-,25.3,87,-,37.04,8.33,28.7,2.754,0.23,2.53,-,-,23.06,-,-,-,-
1404,高雄市,1999/03,美濃,2.7,0.59,-,29.4,89,-,20.13,1.55,18.57,-,-,-,-,-,24.29,-,-,-,-
1405,高雄市,1999/02,左營,8.0,0.82,-,39.7,104,-,34.62,6.49,28.25,2.78,0.35,2.43,-,-,20.02,-,-,-,-
1406,高雄市,1999/02,楠梓,5.2,0.62,-,36.8,110,-,37.02,8.71,28.27,2.63,0.29,2.34,-,-,19.78,-,-,-,-
1407,高雄市,1999/02,前金,11.5,0.96,-,33.7,98,-,37.1,7.19,30.68,-,-,-,-,-,19.96,-,-,-,-
1408,高雄市,1999/02,前鎮,14.0,-,-,-,111,-,57.71,14.22,43.57,3.065,0.58,2.48,-,-,20.74,-,-,-,-
1409,高雄市,1999/02,復興,13.5,1.38,-,-,-,-,-,-,-,3.025,0.77,2.25,-,-,20.65,-,-,-,-
1410,高雄市,1999/02,小港,18.1,0.92,-,27.5,107,-,59.49,18.55,40.88,2.681,0.42,2.26,-,-,21.04,-,-,-,-
1411,高雄市,1999/02,鳳山,15.6,1.06,-,27.1,127,81,53.62,13.63,39.99,-,-,-,-,-,20.72,-,-,-,-
1412,高雄市,1999/02,林園,15.7,0.68,-,33.6,109,66,31.88,6.19,25.86,2.669,0.45,2.23,-,-,21.19,-,-,-,-
1413,高雄市,1999/02,大寮,14.2,0.71,-,34.7,113,-,33.86,4.99,28.96,2.637,0.42,2.22,-,-,21.02,-,-,-,-
1414,高雄市,1999/02,仁武,13.1,0.75,-,33.5,104,-,42.71,12.0,30.71,2.835,0.42,2.42,-,-,20.09,-,-,-,-
1415,高雄市,1999/02,橋頭,6.3,0.68,-,32.0,92,-,32.88,6.07,26.81,2.733,0.21,2.52,-,-,19.27,-,-,-,-
1416,高雄市,1999/02,美濃,2.8,0.58,-,37.6,76,-,20.22,1.24,18.99,-,-,-,-,-,20.26,-,-,-,-
1417,高雄市,1999/01,左營,9.1,0.94,-,26.4,130,-,45.66,12.07,33.58,2.524,0.34,2.19,-,-,19.07,-,-,-,-
1418,高雄市,1999/01,楠梓,5.6,0.71,-,23.4,131,-,45.04,12.4,32.72,2.569,0.29,2.28,-,-,19.04,-,-,-,-
1419,高雄市,1999/01,前金,15.8,1.07,-,21.0,123,-,47.44,14.06,33.38,-,-,-,-,-,19.02,-,-,-,-
1420,高雄市,1999/01,前鎮,14.9,-,-,-,147,-,79.99,29.52,50.47,3.251,0.64,2.61,-,-,19.8,-,-,-,-
1421,高雄市,1999/01,復興,14.6,1.82,-,-,172,-,81.12,37.78,43.34,3.415,1.1,2.32,-,-,19.74,-,-,-,-
1422,高雄市,1999/01,小港,30.3,1.23,-,18.0,141,-,98.47,44.94,53.53,3.183,0.73,2.45,-,-,20.47,-,-,-,-
1423,高雄市,1999/01,鳳山,26.2,1.24,-,15.4,156,83,85.77,37.92,47.85,-,-,-,-,-,19.89,-,-,-,-
1424,高雄市,1999/01,林園,25.8,0.94,-,23.9,145,85,58.69,20.49,38.71,3.182,0.81,2.37,-,-,20.89,-,-,-,-
1425,高雄市,1999/01,大寮,13.4,0.85,-,24.9,138,-,49.93,11.91,38.55,2.772,0.57,2.21,-,-,20.59,-,-,-,-
1426,高雄市,1999/01,仁武,16.5,0.91,-,22.6,132,-,59.82,20.89,38.71,-,-,-,-,-,19.99,-,-,-,-
1427,高雄市,1999/01,橋頭,6.9,0.81,-,17.7,101,-,44.95,12.45,32.5,2.815,0.25,2.56,-,-,18.62,-,-,-,-
1428,高雄市,1999/01,美濃,2.1,0.71,-,25.5,104,-,25.57,3.32,22.25,-,-,-,-,-,19.78,-,-,-,-
1429,高雄市,1998/12,左營,7.7,0.9,-,23.4,107,-,44.88,13.47,31.4,2.705,0.41,2.29,-,-,21.09,-,-,-,-
1430,高雄市,1998/12,楠梓,4.7,0.67,-,21.2,110,-,46.16,14.16,32.0,2.679,0.32,2.36,-,-,20.96,-,-,-,-
1431,高雄市,1998/12,前金,13.6,1.02,-,21.6,110,-,49.82,15.93,33.89,-,-,-,-,-,21.13,-,-,-,-
1432,高雄市,1998/12,前鎮,14.5,-,-,-,127,-,80.15,32.71,47.44,3.293,0.67,2.62,-,-,21.93,-,-,-,-
1433,高雄市,1998/12,復興,14.9,1.75,-,-,148,-,75.28,35.58,39.78,3.525,1.14,2.38,-,-,21.79,-,-,-,-
1434,高雄市,1998/12,小港,25.6,1.15,-,20.6,134,-,90.51,41.53,49.11,3.244,0.76,2.49,-,-,22.37,-,-,-,-
1435,高雄市,1998/12,鳳山,23.0,1.22,-,15.8,147,82,82.0,36.39,45.61,-,-,-,-,-,21.9,-,-,-,-
1436,高雄市,1998/12,林園,24.7,0.86,-,26.9,126,73,53.22,18.4,35.3,3.006,0.67,2.33,-,-,22.7,-,-,-,-
1437,高雄市,1998/12,大寮,15.5,0.9,-,24.4,138,-,51.34,11.96,39.38,2.783,0.56,2.25,-,-,22.34,-,-,-,-
1438,高雄市,1998/12,仁武,18.5,0.83,-,22.0,112,-,57.74,21.15,36.6,3.07,0.59,2.48,-,-,21.37,-,-,-,-
1439,高雄市,1998/12,橋頭,6.1,0.75,-,18.3,93,-,44.94,13.57,31.37,2.843,0.25,2.6,-,-,20.5,-,-,-,-
1440,高雄市,1998/12,美濃,2.8,0.67,-,29.0,131,-,23.6,3.23,20.37,-,-,-,-,-,21.57,-,-,-,-
