SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity,Danger
4.5,0.41,43.7,36,16,2.5,13.31,2.104,0.172,1.932,0,0,72.23,1
4,0.37,38,39,16,2.62,13.82,1.925,0.142,1.783,0,0,73.15,1
1.8,0.26,38.8,29,7,1.39,5.69,0,0,0,0,0,75.37,0
4.9,0.44,21.8,26,19,4.18,14.5,2.059,0.213,1.845,0,0,80.52,0
5.2,0.59,19.7,19,24,5.99,17.94,2.18,0.293,1.887,0,0,80.86,0
9.1,0.38,20.7,30,22,5.68,16.78,1.968,0.192,1.776,0,0,82.81,0
2.6,0.52,24.1,23,18,2.88,14.92,2.216,0.279,1.937,0,0,82.3,0
5,0.34,20.9,26,20,5.04,14.62,1.952,0.211,1.741,0,0,82.45,0
4,0.35,21.4,22,19,3.71,14.89,2.005,0.175,1.829,0,0,83.15,0
3.5,0.29,22.4,27,13,2.49,10.57,2.07,0.145,1.924,0,0,84.2,0
3.5,0.29,24,24,14,2.94,11.28,0,0,0,0,0,84.72,0
1.1,0.21,26.5,18,5,1.47,3.96,0,0,0,0,0,80.92,0
4,0.44,24,25,19,5.37,14.06,2.125,0.223,1.902,0,0,81.75,0
6.3,0.39,20,25,22,5.12,16.79,2.026,0.236,1.79,0,0,80.18,0
5.5,0.49,16.3,14,21,6.69,14.63,2.066,0.254,1.812,0,0,75.4,0
6.9,0.3,16.8,20,19,4.73,14.39,1.883,0.184,1.699,0,0,73.97,0
3.7,0.26,19.6,23,15,3.88,11.04,1.826,0.141,1.685,0,0,76.86,0
2.9,0.26,19.2,22,13,2.82,9.92,2.04,0.142,1.898,0,0,77.4,0
4.9,0.27,18.4,19,17,4.18,12.98,1.919,0.158,1.761,0,0,77.43,0
3.2,0.23,21.2,19,13,3.28,9.4,0,0,0,0,0,79.75,0
8.5,0.31,17.4,26,20,5.99,14.22,1.896,0.176,1.72,0,0,78.9,0
1.5,0.18,23.3,16,7,2,4.52,0,0,0,0,0,76.38,0
3.8,0.41,20.9,0,16,3.11,13.27,2.091,0.242,1.85,0,0,75.67,0
4.2,0.29,21.2,20,14,3.54,10.73,1.951,0.152,1.799,0,0,75.51,0
4.4,0.31,14.9,20,14,3.37,10.41,1.873,0.142,1.731,0,0,74.89,0
6.5,0.33,22.5,24,19,4.58,14.19,1.979,0.236,1.743,0,0,80.86,0
4,0.27,25.8,19,14,2.48,11.13,0,0,0,0,0,82.7,0
8,0.32,18.6,22,23,5.22,17.4,1.941,0.213,1.728,0,0,78.89,0
5.2,0.32,21.9,20,18,3.57,14.43,1.941,0.162,1.779,0,0,80.9,0
5,0.48,23.9,21,18,3.25,14.83,2.004,0.253,1.751,0,0,82.11,0
3.5,0.16,33.7,21,6,1.25,5.19,1.886,0.039,1.847,0,0,82.58,0
6.1,0.47,21.9,14,22,5.48,16.03,2.08,0.248,1.832,0,0,80.38,0
3,0.24,25.6,17,10,1.73,8.38,1.944,0.099,1.845,0,0,84.49,0
12.5,0.41,20.4,29,24,6.68,16.87,1.86,0.175,1.686,0,0,78.68,0
3.8,0.37,24.8,21,17,3.91,12.63,1.925,0.145,1.78,0,0,80.59,0
4.1,0.35,14.8,21,17,3.29,14.04,1.897,0.137,1.76,0,0,80.15,0
1.3,0.19,29.4,16,5,1.57,3.31,0,0,0,0,0,80.58,0
4.6,0.36,28.3,30,16,2.86,12.93,2.263,0.192,2.071,0,0,81.1,0
4.9,0.53,31,29,20,2.85,17.44,2.074,0.266,1.808,0,0,76.42,0
8.9,0.38,28.9,33,24,5.36,18.89,1.993,0.192,1.8,0,0,74.35,0
6,0.63,28.8,20,25,4.88,20.36,2.238,0.316,1.923,0,0,76.31,0
4.6,0.44,26,29,18,3.7,14.79,2.013,0.176,1.837,0,0,75.36,0
5.9,0.42,30,28,22,4.46,17.9,2.069,0.237,1.832,0,0,74.26,0
4.8,0.37,30.3,33,19,4.68,13.89,2.008,0.19,1.818,0,0,77.04,0
4.3,0.42,34,27,18,4.26,14.01,2.011,0.17,1.841,0,0,76.25,0
1.7,0.24,33.1,20,7,2.04,5.1,0,0,0,0,0,77.06,0
3.6,0.34,31,28,15,2.74,12.57,0,0,0,0,0,79.75,0
5.1,0.38,28.4,30,21,3.92,16.73,2.006,0.183,1.824,0,0,77.69,0
3.4,0.25,39.6,26,10,1.5,8.41,2.004,0.05,1.955,0,0,79.37,0
3.8,0.4,23.2,0,18,3.28,14.83,2.309,0.202,2.107,0,0,78.2,0
5.9,0.44,23.7,30,24,4.29,19.48,2.08,0.215,1.864,0,0,75.41,0
4.5,0.41,28.6,33,18,3.26,15.18,0,0,0,0,0,77.73,0
1.8,0.32,27.5,26,10,1.58,8.66,0,0,0,0,0,75.01,0
4.9,0.47,29.5,28,20,3.82,16.54,2.063,0.189,1.874,0,0,74.48,0
5.7,0.45,25.7,33,23,4.84,17.68,2.09,0.225,1.865,0,0,75.31,0
7.8,0.44,25.9,30,24,4.4,19.36,2.147,0.267,1.88,0,0,72.65,0
5.5,0.48,30.5,31,20,3.83,15.81,2.002,0.183,1.818,0,0,74.39,0
7.2,0.66,23.2,23,28,5.31,23.01,2.29,0.321,1.969,0,0,74.82,0
10.2,0.42,24.1,37,27,5.26,21.74,2.013,0.197,1.816,0,0,71.97,1
6.1,0.61,25.8,33,24,3.69,20.09,2.172,0.291,1.88,0,0,74.24,0
4,0.28,36,0,12,1.97,10.34,1.993,0.074,1.919,0,0,76.34,0
7.1,0.56,28.6,49,32,6.96,25.3,2.22,0.279,1.941,0,0,73.12,1
7.7,0.66,30.2,53,33,6.62,25.9,2.274,0.32,1.954,0,0,67.84,1
1.9,0.43,34.7,45,13,2.16,10.95,0,0,0,0,0,76.2,1
5.2,0.63,32.1,53,28,6.34,22.04,2.148,0.239,1.909,0,0,70.72,1
7.4,0.49,37.5,0,26,4.85,21.48,2.2,0.179,2.021,0,0,72.91,0
6.4,0.55,32,0,28,5.12,22.48,2.376,0.292,2.084,0,0,73.22,0
5.1,0.6,33.3,48,28,4.86,23.32,2.202,0.23,1.971,0,0,71.79,1
9.5,0.66,31,60,40,9.72,29.83,2.264,0.317,1.947,0,0,67.62,1
4.4,0.53,32.1,53,24,4.12,19.75,0,0,0,0,0,74.25,1
8.3,0.71,31.3,53,34,6.98,27.5,2.324,0.375,1.949,0,0,71.47,1
4.5,0.54,32.5,49,27,5.03,21.83,2.117,0.211,1.906,0,0,72.61,1
6.9,0.9,28.7,43,40,8.6,31.2,2.503,0.434,2.069,0,0,70.44,1
1.5,0.43,23,41,14,2.72,10.94,0,0,0,0,0,82.73,1
3.6,0.56,22.2,50,27,6.24,21.15,0,0,0,0,0,79.38,1
6.7,0.59,18.9,47,36,9.76,26.15,2.264,0.312,1.952,0,0,77.07,1
10.5,0.58,23.8,65,35,9.17,26.07,2.372,0.282,2.09,0,0,76.13,1
6.7,0.6,20.4,56,32,6.7,25.79,2.381,0.326,2.056,0,0,78.22,1
8.4,0.75,19.8,54,39,9.81,29.65,2.347,0.394,1.952,0,0,78.93,1
7.7,0.74,17.5,64,47,14.37,32.32,2.267,0.365,1.902,0,0,72.5,1
5.5,1.03,18.3,46,47,14.1,32.7,2.663,0.546,2.116,0,0,76.02,1
4.2,0.71,21.4,52,33,7.71,24.91,2.193,0.268,1.925,0,0,76.11,1
5.2,0.78,18.1,57,39,10.72,28.04,2.349,0.374,1.975,0,0,73.64,1
3.3,0.54,21.3,46,28,6.9,21.54,2.103,0.195,1.909,0,0,78.57,1
4.1,0.67,21.7,46,31,7.05,24.15,2.249,0.266,1.983,0,0,77.31,1
1.6,0.49,22.1,44,14,2.81,11.61,0,0,0,0,0,83.03,1
3.9,0.58,20.4,49,26,5.79,19.96,0,0,0,0,0,78.89,1
7.4,0.59,18,50,36,9.86,25.75,1.976,0.276,1.701,0,0,77.74,1
10.5,0.63,24.2,65,36,8.87,27.35,2.337,0.25,2.087,0,0,75.02,1
6.4,0.62,22.4,57,33,7.02,25.49,2.342,0.297,2.044,0,0,76.55,1
4.2,0.6,21.1,48,28,5.32,22.44,2.171,0.21,1.961,0,0,76.67,1
8.2,0.77,16.2,68,48,16.46,32,2.079,0.346,1.733,0,0,71.85,1
6.3,1.05,17.7,49,48,15.29,32.43,2.633,0.516,2.117,0,0,75.4,1
4.5,0.69,20.3,54,30,6.43,23.98,2.201,0.241,1.96,0,0,75.82,1
5.2,0.81,17.9,59,39,11.37,27.89,2.353,0.354,1.999,0,0,77.3,1
3.4,0.54,20.2,48,27,6.2,20.55,2.06,0.167,1.894,0,0,78.21,1
11.5,0.73,17.7,54,38,10.87,26.82,2.294,0.361,1.933,0,0,78.17,1
4.9,0.57,19.8,44,28,4.28,23.92,2.214,0.235,1.98,0,0,75.1,1
5.9,0.79,16.1,56,42,10.82,30.71,2.384,0.396,1.988,0,0,76.11,1
5.1,0.65,18.5,52,32,6.02,25.87,2.251,0.258,1.993,0,0,73.93,1
7.2,1.06,14.6,48,52,15.86,35.75,2.675,0.579,2.096,0,0,74.34,1
11.4,0.58,23,64,37,8.71,28.6,2.315,0.233,2.081,0,0,76.02,1
4,0.47,17.9,45,27,5.91,21.22,1.981,0.174,1.807,0,0,77.4,1
6.4,0.6,21.4,58,34,6.55,27.09,2.348,0.317,2.031,0,0,77.46,1
10.3,0.71,16.1,52,40,9.96,30.41,2.313,0.401,1.912,0,0,77.44,1
1.9,0.46,23.1,46,16,3.09,12.76,0,0,0,0,0,83.67,1
7.9,0.56,15.8,49,37,8.94,28.3,2.159,0.309,1.851,0,0,76.4,1
9.5,0.78,14.3,64,52,16.64,35.61,2.171,0.394,1.777,0,0,71.97,1
4.7,0.53,18.8,50,28,5.36,22.17,0,0,0,0,0,77.45,1
6.5,0.76,23.7,48,35,7.86,27.1,2.373,0.404,1.969,0,0,82.33,1
7.7,1.06,20.3,39,44,11.75,32.19,2.669,0.577,2.092,0,0,78.39,1
10.5,0.75,21.6,49,41,10.79,30.27,2.215,0.368,1.847,0,0,76.86,1
7.6,0.73,25.7,49,32,5.94,25.8,2.329,0.395,1.934,0,0,80.77,1
5.3,0.6,27.4,42,28,5.45,22.27,2.268,0.271,1.997,0,0,80.1,1
5.6,0.64,26.4,47,29,5.55,22.99,2.271,0.268,2.002,0,0,78.02,1
6.3,0.57,27.6,48,28,5.05,22.53,2.445,0.335,2.11,0,0,82.21,1
7.5,0.48,33.5,49,23,4.49,18.93,2.231,0.142,2.09,0,0,80.85,1
8.9,0.55,23.7,45,34,7.12,26.5,2.284,0.319,1.965,0,0,80.26,1
4.6,0.52,24.7,46,24,4.48,19.82,0,0,0,0,0,82.04,1
1.9,0.38,26.8,32,13,3.62,9.69,0,0,0,0,0,84.94,0
4.3,0.49,24.6,41,26,7.18,19.23,2.084,0.232,1.852,0,0,80.77,1
5.1,0.48,40.3,51,20,2.65,17.25,0,0,0,0,0,78.49,1
7,0.5,41.4,56,21,2.95,18.09,2.356,0.256,2.1,0,0,83.25,1
8,0.68,40.1,51,27,3.43,23.25,2.332,0.356,1.975,0,0,76.97,1
8.4,0.51,38.2,48,28,4.23,23.48,2.232,0.289,1.943,0,0,77.94,1
6.1,0.57,40.9,50,23,4.58,18.79,2.22,0.226,1.994,0,0,74.88,1
7.6,0.6,37.5,50,29,4.76,24.04,2.3,0.316,1.984,0,0,83.28,1
5.9,0.39,51.1,48,14,1.79,12.47,2.097,0.089,2.008,0,0,80.34,1
2.6,0.38,40.2,48,12,3.01,8.63,0,0,0,0,0,83.44,1
8.1,0.84,33.4,64,35,6.45,28.85,2.518,0.453,2.065,0,0,76.45,1
5.8,0.56,42,47,23,2.96,20.06,2.228,0.23,1.997,0,0,77.89,1
4.9,0.46,40.6,45,20,4.01,16.09,2.047,0.194,1.853,0,0,77.59,1
10.2,0.56,37.3,50,32,5.23,27.21,2.159,0.298,1.861,0,0,74.87,1
4.8,0.43,38.5,49,16,2.03,13.78,2.175,0.202,1.973,0,0,82.24,1
5.3,0.4,39.5,42,16,2.96,13.04,1.962,0.175,1.788,0,0,74.94,1
6.9,0.49,37.2,44,22,2.73,18.86,2.128,0.251,1.877,0,0,76.8,1
4.3,0.3,46.5,45,9,1.56,7.49,2.036,0.05,1.986,0,0,79.79,1
2.3,0.33,40.7,42,9,2.26,6.58,0,0,0,0,0,83.45,1
4.4,0.38,41,42,16,2.95,12.68,0,0,0,0,0,77.34,1
5.2,0.45,44.8,41,18,3.1,14.78,2.105,0.196,1.908,0,0,74.39,1
5.6,0.58,41.7,43,20,2.9,17.04,2.189,0.268,1.921,0,0,74.77,1
7.1,0.42,39.6,42,22,4.01,18.13,2.093,0.208,1.885,0,0,75.63,1
5.8,0.47,42.8,43,18,3.47,14.12,2.113,0.177,1.937,0,0,72.67,1
8.4,0.43,38.1,45,21,3.51,17.74,2.016,0.209,1.806,0,0,73.11,1
7.4,0.71,35.3,36,26,4.88,21.31,2.338,0.358,1.98,0,0,74.7,1
8.9,0.29,23.3,25,16,4.59,11.69,1.887,0.183,1.704,0,0,74.68,0
8.6,0.3,21.3,24,19,5.01,13.83,1.965,0.214,1.75,0,0,79.61,0
6.9,0.47,22,21,21,6.01,15.32,2.101,0.249,1.852,0,0,76.8,0
9.7,0.28,22.1,28,19,5.32,13.44,1.853,0.205,1.648,0,0,74.37,0
5.1,0.42,25.5,25,17,4.23,13.06,2.042,0.209,1.834,0,0,75.36,0
5.4,0.3,25.9,23,17,4.93,11.77,1.953,0.144,1.809,0,0,74.63,0
5.7,0.29,24.8,23,16,4.42,11.66,1.945,0.128,1.817,0,0,74.21,0
4.3,0.24,24.7,26,12,2.44,9.52,1.96,0.134,1.827,0,0,81.7,0
4.3,0.16,28.9,23,8,1.84,6.36,1.88,0.051,1.83,0,0,79.65,0
7.1,0.29,23.7,23,18,4.82,13.22,1.966,0.135,1.831,0,0,76.17,0
4.9,0.25,25.5,22,14,3.92,10.2,0,0,0,0,0,77.29,0
1.7,0.19,28.4,20,7,3.27,3.87,0,0,0,0,0,80.58,0
3.8,0.24,23.3,18,14,3.86,9.85,0,0,0,0,0,80.65,0
4.4,0.46,23.4,21,18,4.25,13.92,2.058,0.222,1.835,0,0,78.98,0
6.6,0.53,19.2,18,23,6.99,15.76,2.142,0.288,1.854,0,0,81.1,0
5.9,0.3,21.2,20,18,5.01,13.44,1.989,0.141,1.848,0,0,79.54,0
4.6,0.27,21.9,21,13,2.84,10,1.941,0.145,1.796,0,0,83.44,0
7.1,0.29,20.3,20,16,4.62,11.75,1.904,0.203,1.701,0,0,78.31,0
3.2,0.15,28.5,19,7,1.99,5.28,1.907,0.045,1.863,0,0,82.54,0
7.7,0.34,18.2,20,21,5.87,14.73,1.955,0.225,1.731,0,0,83.82,0
4,0.34,22.1,20,17,5.41,11.62,1.967,0.156,1.811,0,0,78.27,0
1.7,0.19,26.2,14,7,2.14,4.76,0,0,0,0,0,83.11,0
5.1,0.35,21.7,21,17,5.72,11.63,1.991,0.162,1.829,0,0,77.81,0
9.5,0.34,18.1,25,22,7,14.6,1.831,0.186,1.645,0,0,77.31,0
5.2,0.32,19.8,20,18,5.42,12.49,1.941,0.131,1.81,0,0,74.08,0
11.9,0.37,16.2,24,21,8.47,12.99,1.787,0.179,1.608,0,0,73.68,0
7.3,0.46,17.8,18,21,6.46,14.56,2.064,0.234,1.831,0,0,77.19,0
9.4,0.27,17.6,17,19,5.81,13.02,1.943,0.223,1.721,0,0,79.77,0
7.3,0.32,19.7,20,19,5.84,12.77,1.939,0.225,1.715,0,0,73.54,0
6.8,0.3,20.8,23,17,5.17,11.51,1.908,0.111,1.798,0,0,73.98,0
2.5,0.22,26.4,19,9,3.01,5.85,0,0,0,0,0,78.04,0
5,0.26,22.9,22,15,4.5,10.36,0,0,0,0,0,76.37,0
6.4,0.29,20.9,22,18,5.1,13.27,1.944,0.127,1.817,0,0,74.58,0
3.2,0.12,25,18,6,1.85,4.48,1.804,0.035,1.77,0,0,77.8,0
4.3,0.23,20.7,20,12,2.68,9.12,1.945,0.145,1.801,0,0,79.08,0
5.3,0.46,21.7,22,19,5.07,14.13,2.039,0.207,1.832,0,0,73.18,0
7.1,0.58,31.2,35,25,4.78,20.54,2.204,0.271,1.933,0,0,76.16,0
7.1,0.49,27.3,32,24,5.34,18.84,2.101,0.272,1.829,0,0,76.52,0
6.3,0.39,28.6,36,18,2.95,15.47,2.082,0.19,1.892,0,0,79.23,1
7.6,0.42,28.5,35,25,5.28,19.53,2.12,0.202,1.919,0,0,77.1,0
3.1,0.29,32.4,28,11,3.12,8.24,0,0,0,0,0,80.28,0
9.3,0.42,25.3,34,27,6.24,20.62,1.921,0.235,1.686,0,0,74.63,0
7,0.73,24.7,30,30,7.11,22.91,2.346,0.381,1.965,0,0,74.63,0
5.1,0.29,36.5,32,14,2.36,11.69,2.029,0.108,1.921,0,0,79.19,0
5.5,0.47,31.2,38,21,4.37,16.97,2.067,0.174,1.893,0,0,75.45,1
4.5,0.39,30.7,35,19,4.11,14.83,0,0,0,0,0,78.02,0
5.1,0.44,30.9,33,23,4.77,17.85,2.105,0.181,1.924,0,0,76.95,0
4.9,0.38,30.5,33,20,4.07,16.07,1.981,0.188,1.793,0,0,76.48,0
3,0.41,45.9,53,15,2.58,12.24,0,0,0,0,0,72.92,1
7.6,0.49,45.1,54,23,3.63,19.44,2.117,0.227,1.89,0,0,67.87,1
5.5,0.46,47.9,49,21,3.24,17.36,2.144,0.157,1.987,0,0,68.99,1
5.3,0.47,44.3,60,18,1.65,15.89,0,0,0,0,0,70.65,1
7.6,0.72,38.4,52,28,3.88,24.37,2.344,0.317,2.027,0,0,67.85,1
7.1,0.64,43.5,52,27,3.46,23.81,2.258,0.268,1.99,0,0,68.08,1
7.8,0.49,42.9,53,26,4.03,21.84,2.165,0.189,1.975,0,0,69.43,1
9.9,0.48,40.7,52,25,3.59,21.85,2.02,0.219,1.801,0,0,66.89,1
5.8,0.38,52.3,54,15,1.97,12.54,2.101,0.081,2.02,0,0,73.55,1
5.5,0.45,43.1,59,20,1.86,18.5,2.095,0.197,1.898,0,0,71.36,1
5.3,0.45,45.5,53,20,2.71,17.69,2.041,0.186,1.854,0,0,68.49,1
5.8,0.49,49.6,56,19,3.26,15.89,2.095,0.149,1.947,0,0,67.96,1
6.7,0.53,35.1,65,27,4.21,23,2.109,0.2,1.909,0,0,68.7,1
7.6,0.69,33.6,71,33,5.42,27.16,2.281,0.328,1.953,0,0,66.16,1
8.6,0.93,29.4,69,41,6.76,34.41,2.566,0.457,2.109,0,0,66.77,1
11.7,0.66,30.8,66,39,8.34,31.08,2.207,0.335,1.872,0,0,64.97,1
6.6,0.62,35.6,61,30,4.17,25.65,2.299,0.244,2.055,0,0,67.44,1
7.1,0.64,36.4,72,30,4.37,25.68,2.249,0.235,2.014,0,0,66.74,1
12.2,0.75,32.2,70,36,5.36,30.98,2.426,0.37,2.056,0,0,68.91,1
8.3,0.57,36.5,79,28,2.67,25.15,2.212,0.281,1.931,0,0,70.72,1
10,0.53,41.8,68,25,4.57,20.39,2.253,0.202,2.051,0,0,72.9,1
9.8,0.59,31.6,68,36,6.22,29.56,2.295,0.28,2.015,0,0,68.9,1
6.2,0.56,31.8,75,28,3.99,23.72,0,0,0,0,0,69.78,1
2.2,0.5,39.5,69,18,3.11,15.19,0,0,0,0,0,75.12,1
10.3,0.78,26,69,42,10.54,31.79,2.249,0.367,1.883,0,0,67.42,1
5.4,0.57,29.8,69,29,5.75,22.8,2.156,0.192,1.964,0,0,72.79,1
5.4,0.68,31.1,67,32,6.24,25.89,2.326,0.264,2.062,0,0,72.74,1
1.4,0.48,33.5,58,16,3.03,13.16,0,0,0,0,0,77.01,1
4.6,0.61,28.1,75,27,5.28,21.58,0,0,0,0,0,73.78,1
11.9,0.8,27.2,72,39,7.44,31.21,2.435,0.38,2.055,0,0,72.42,1
6,0.76,30.8,76,34,6.99,26.77,2.296,0.27,2.026,0,0,73.39,1
7.9,0.63,32.4,76,30,3.72,26,2.172,0.282,1.89,0,0,72.39,1
7.4,1.07,24.5,75,47,13.21,33.69,2.622,0.515,2.107,0,0,70.58,1
12.1,0.61,35.8,71,30,6.64,23.55,2.365,0.246,2.118,0,0,74.44,1
6.4,0.86,27.9,75,38,8.16,29.88,2.38,0.384,1.997,0,0,69.93,1
9.4,0.64,27.9,68,36,8.03,28.17,2.311,0.296,2.015,0,0,72.46,1
6.1,0.63,17.5,55,37,9.19,27.5,2.19,0.243,1.947,0,0,74.25,1
1.9,0.49,20.5,48,21,3.62,16.95,0,0,0,0,0,80.93,1
17.1,0.66,20.5,62,44,14.41,29.4,2.526,0.426,2.1,0,0,74.42,1
4.3,0.5,16.7,49,32,8.28,24.19,2.077,0.174,1.904,0,0,74.46,1
5.7,0.58,18.9,48,33,6.63,25.88,2.234,0.239,1.996,0,0,72.04,1
8.5,0.57,18.7,59,36,7.18,28.86,2.118,0.301,1.817,0,0,74.73,1
10.7,0.75,13.5,54,50,18.2,31.46,2.255,0.398,1.857,0,0,69.34,1
7.4,1.01,13.1,54,51,17.1,33.55,2.55,0.514,2.036,0,0,69.17,1
13.7,0.68,15,51,46,13.11,32.58,2.341,0.378,1.963,0,0,74.82,1
9.9,0.56,15.4,48,41,11.99,28.62,2.253,0.278,1.975,0,0,73.49,1
6.3,0.8,14.5,54,40,11.36,28.54,2.353,0.381,1.972,0,0,71.21,1
5.2,0.55,16.8,49,31,7.39,23.8,0,0,0,0,0,74.51,1
12,0.75,26,64,49,10.98,37.8,2.22,0.395,1.825,0,0,61.79,1
12.3,0.58,36,65,31,5.4,25.37,2.222,0.21,2.013,0,0,68.67,1
7.4,0.69,34.1,62,35,5.56,29.55,2.365,0.321,2.044,0,0,66,1
13.3,0.63,27.9,61,44,9.55,34.35,2.367,0.381,1.986,0,0,66.4,1
6.4,0.6,28.4,71,33,6.28,27.16,0,0,0,0,0,68.66,1
13.8,0.79,30.2,60,42,8.09,34.33,2.409,0.438,1.971,0,0,66.6,1
8.6,0.58,29.9,66,33,4.11,28.61,2.197,0.327,1.87,0,0,68.66,1
5.8,0.56,29.2,65,35,7.64,27.56,2.157,0.221,1.936,0,0,66.53,1
7.7,0.71,32.2,69,38,6.19,31.4,2.297,0.32,1.977,0,0,67.14,1
8.8,0.89,27.4,64,45,7.91,36.6,2.475,0.464,2.011,0,0,62.21,1
9.3,1.15,25.2,62,53,12.26,40.31,2.693,0.62,2.073,0,0,59.89,1
2.6,0.46,33,52,18,3.21,15.14,0,0,0,0,0,76.13,1
10.3,0.49,37.5,65,27,4.31,22.59,2.163,0.191,1.972,0,0,76.8,1
4.8,0.47,29,55,28,5.2,23.16,2.067,0.204,1.863,0,0,75.07,1
6,0.6,33.2,55,32,5.61,26.18,2.321,0.286,2.036,0,0,74.96,1
13.3,0.69,30.8,60,37,7.3,29.47,2.374,0.408,1.966,0,0,75.93,1
6.1,0.52,29.6,59,31,4.62,26.43,2.2,0.295,1.904,0,0,76.85,1
11.4,0.55,27.3,56,39,8.62,30.13,2.343,0.35,1.994,0,0,76.16,1
5.5,0.53,28.3,63,30,5.47,24.08,0,0,0,0,0,76.78,1
2.5,0.4,33.5,50,17,2.85,14.06,0,0,0,0,0,82.02,1
6.6,0.62,32.9,61,32,5.26,26.94,2.255,0.279,1.976,0,0,75.8,1
7.4,0.79,29.4,62,39,6.1,32.41,2.432,0.438,1.994,0,0,70.65,1
8.6,1.05,25.2,55,46,10.39,35.59,2.693,0.592,2.101,0,0,74.68,1
11.5,0.68,27.3,62,44,9.76,33.89,2.186,0.373,1.813,0,0,71.3,1
7.9,0.61,33.6,47,29,4.47,24.35,2.283,0.337,1.946,0,0,75.05,1
10.9,0.54,34.6,44,32,6.71,25.27,2.074,0.281,1.793,0,0,73.92,1
7.8,0.87,33.3,40,34,7.06,27.06,2.511,0.456,2.056,0,0,78.26,1
6.8,0.37,48.5,48,16,2.81,13.37,2.054,0.123,1.931,0,0,80.69,1
9.8,0.48,36.6,43,29,6.08,22.52,2.25,0.253,1.997,0,0,76.89,1
5.4,0.44,36.2,44,23,3.9,19.01,0,0,0,0,0,77.41,1
5.6,0.43,35,43,22,3.24,19.23,2.019,0.187,1.832,0,0,75.72,1
6,0.53,43,44,25,4.6,20.48,2.23,0.235,1.994,0,0,75.23,1
2.7,0.32,38.2,34,12,2.49,9.05,0,0,0,0,0,82.21,0
9.2,0.61,37.4,43,28,4.8,23.2,2.309,0.331,1.978,0,0,76.12,1
6,0.56,37.8,48,26,4.26,21.38,2.177,0.226,1.951,0,0,76.06,1
6.1,0.44,33.2,48,19,2.46,16.75,2.241,0.273,1.969,0,0,79.18,1
13.6,0.51,25.9,30,28,9.71,18.3,1.931,0.203,1.728,0,0,78.53,0
5.3,0.51,29.7,28,21,4.15,17.04,2.199,0.272,1.927,0,0,80.86,0
3.8,0.23,37.8,30,9,2.35,7.04,1.98,0.06,1.92,0,0,90.26,0
7.3,0.35,30.6,27,20,4.33,15.77,2.084,0.176,1.908,0,0,80.29,0
6.2,0.41,31.7,29,20,4.85,14.9,2.068,0.178,1.89,0,0,80.26,0
8.5,0.44,26,31,23,4.9,18.35,2.145,0.291,1.854,0,0,80.53,0
7.4,0.36,27.5,29,20,4.18,15.93,2.027,0.251,1.776,0,0,76.99,0
4.7,0.29,29.8,36,9,1.79,7.45,1.989,0.177,1.812,0,0,83.64,1
6.8,0.64,28.6,25,25,6.51,18.11,2.283,0.322,1.961,0,0,82.27,0
5.5,0.43,32.6,27,21,6.14,15.25,2.122,0.197,1.925,0,0,78.99,0
5.4,0.32,30.3,28,18,3.97,14.16,0,0,0,0,0,81.13,0
1.7,0.22,32.9,21,7,1.82,5.17,0,0,0,0,0,84.93,0
5.9,0.38,26.9,26,19,4.86,14.49,2.054,0.21,1.843,0,0,76.92,0
5.3,0.3,20.9,22,19,5.06,14.36,1.924,0.18,1.743,0,0,75.33,0
7.5,0.42,21.2,25,22,5.39,16.21,2.074,0.266,1.808,0,0,77.82,0
3.5,0.2,31.8,24,9,1.89,7.16,1.994,0.044,1.95,0,0,84.69,0
5.7,0.41,25.6,25,22,6.68,15.32,2.137,0.234,1.902,0,0,75.36,0
1.5,0.19,28,16,7,2.15,5.18,0,0,0,0,0,83.49,0
6.4,0.63,23.2,21,25,6.68,18.52,2.286,0.356,1.93,0,0,80.52,0
7,0.31,24.2,23,20,4.72,15.09,1.946,0.155,1.792,0,0,77.95,0
5.8,0.49,24.9,24,21,4.16,16.45,2.072,0.255,1.817,0,0,77.87,0
4,0.26,24.3,20,16,4.12,11.78,0,0,0,0,0,79.35,0
4.4,0.28,23.7,27,12,2.98,9.23,2.096,0.203,1.894,0,0,82.13,0
8.7,0.33,22.1,25,24,6.89,16.85,1.898,0.192,1.706,0,0,76.33,0
4.9,0.26,19.4,19,18,5.62,12.65,1.86,0.156,1.704,0,0,74.77,0
7.4,0.27,18.3,21,23,8.78,14.29,1.862,0.169,1.693,0,0,75.4,0
6.3,0.57,18.9,17,25,7.58,16.95,2.175,0.329,1.845,0,0,78.93,0
7.8,0.36,15.8,18,21,6.29,14.32,2.018,0.258,1.76,0,0,76.65,0
5.8,0.36,20.9,22,19,6.38,12.94,2.014,0.201,1.813,0,0,77.31,0
5.4,0.36,21.4,21,21,7.41,13.46,2.064,0.209,1.856,0,0,75.7,0
1.4,0.17,24.3,11,8,2.14,5.68,0,0,0,0,0,81.35,0
3.8,0.22,22.6,16,15,4.85,10.61,0,0,0,0,0,78.68,0
7.3,0.27,20.1,19,21,6.02,14.52,1.885,0.156,1.729,0,0,77.01,0
4.3,0.26,18.8,22,16,4.68,11.06,2.176,0.181,1.995,0,0,79.36,0
4.9,0.42,20.5,21,18,4.89,13.39,1.984,0.229,1.755,0,0,75.82,0
